Shipping Point,DepotLongitude,DepotLatitude,Ship to,CusLongitude,CusLatitude,Planned Delivery Date,DOW,Beginning1,Ending1,Beginning2,Ending2,Number of HUs,Dwell Time,Total Volume,Total Weight,AllowedTrucks
2522,121.084957449375,14.5440065750203,70022024,121.0975249,14.31956284,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.054,8.22,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022088,121.0268341,14.551207,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.396,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022095,121.0193998,14.55321025,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.396,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70374294,120.9881999,14.53596221,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000229,0.144,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70374294,120.9881999,14.53596221,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000198,0.072,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022089,121.0249119,14.56282596,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,9.348,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022089,121.0249119,14.56282596,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.021,11.448,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022090,121.054663,14.58214225,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.076,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022090,121.054663,14.58214225,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.009,5.1,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022090,121.054663,14.58214225,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.007,2.392,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.036,10.578,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.014,4.5,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.216,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.456,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.054,15.096,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.046,11.176,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022020,120.9720824,14.60931631,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.006,3.408,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.084,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,3.0,0.55,0.023,14.088,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.456,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,0.744,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.091,22.352,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022025,121.0380785,14.67060211,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.026,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022027,120.9607857,14.65740175,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.033,14.652,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022027,120.9607857,14.65740175,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.059,14.108,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022027,120.9607857,14.65740175,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022027,120.9607857,14.65740175,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000421,0.241,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022101,121.0248671,14.46231608,2023-05-23,Tuesday,08:00,17:00,,,3.0,0.55,0.024,13.536,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022101,121.0248671,14.46231608,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.011,6.524,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022103,121.1757787,14.58121291,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.002,1.02,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70034345,121.0645332,14.25086827,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.152,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70034345,121.0645332,14.25086827,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.216,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70034345,121.0645332,14.25086827,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.568,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70042506,120.9387059,14.3762314,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.333333333,0.001,0.552,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.033,5.562,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,9.304,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.021,12.032,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.093,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.004,1.728,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.026,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,0.744,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.38,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043214,120.9654771,14.66881038,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.661,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.063,25.032,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.013,8.064,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.002,0.756,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.119,28.312,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70044218,120.9956699,14.68676838,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.528,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70080897,121.0564955,14.61771834,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.018,9.468,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70080897,121.0564955,14.61771834,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.023,5.576,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70081744,120.9896223,14.54077245,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.029,13.638,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70081744,120.9896223,14.54077245,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,9.304,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70081744,120.9896223,14.54077245,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.12308669,24.948,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70081744,120.9896223,14.54077245,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.836,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.039,10.374,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,4.5,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.075,18.608,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.008,4.464,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.073,17.136,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.019,6.732,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70083627,120.9976047,14.44209754,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70244504,120.96443,14.42857608,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.035,12.306,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70244504,120.96443,14.42857608,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70244504,120.96443,14.42857608,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.024,7.232,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70244504,120.96443,14.42857608,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.274,65.144,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70244504,120.96443,14.42857608,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.034,1.488,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.061,13.924,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.149,37.216,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.02,11.872,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.076,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70277887,121.0496237,14.33218192,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.345,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022041,121.0976239,14.31927371,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.091,29.262,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022041,121.0976239,14.31927371,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022041,121.0976239,14.31927371,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.4,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022043,121.1135257,14.586767,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.088,28.008,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022043,121.1135257,14.586767,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022043,121.1135257,14.586767,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.075,18.608,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022043,121.1135257,14.586767,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.02,11.88,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022043,121.1135257,14.586767,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000336,0.264,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022091,121.0744706,14.65281093,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.152,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022091,121.0744706,14.65281093,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.216,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022102,121.0352087,14.63596971,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.152,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022102,121.0352087,14.63596971,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000396,0.144,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022105,121.0355002,14.54727193,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.396,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70042181,121.0163027,14.5622156,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.132,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70043285,121.0348389,14.54752546,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.612,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089700,121.0820679,14.67659274,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.002,0.924,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022072,121.0411032,14.41899236,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.333333333,0.014,7.92,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022072,121.0411032,14.41899236,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.333333333,0.002,1.328,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089530,121.0771388,14.68485444,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.033,11.862,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089530,121.0771388,14.68485444,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,9.304,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089530,121.0771388,14.68485444,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.001,0.282,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089530,121.0771388,14.68485444,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089530,121.0771388,14.68485444,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.082,19.696,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022034,121.1022184,14.63512491,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.064,16.918,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022034,121.1022184,14.63512491,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.075,18.608,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022034,121.1022184,14.63512491,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.196,47.6,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022034,121.1022184,14.63512491,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.528,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022034,121.1022184,14.63512491,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.84,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.092,38.244,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.065,19.56,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.112,27.912,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,0.744,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.228,54.016,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022035,120.9827027,14.57620862,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.001,0.866,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022045,121.0281086,14.6365202,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.017,2.544,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022045,121.0281086,14.6365202,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.069,16.728,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022045,121.0281086,14.6365202,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,8.52,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,5.0,0.75,0.146,48.636,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.013,3.632,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,9.304,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.019,11.52,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.004,2.136,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022052,121.027458,14.44624737,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.003,1.758,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70397353,121.0032787,14.54825605,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000396,0.144,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70425550,121.1031305,14.6535015,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.001,0.296,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70429235,121.009512,14.5588256,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.288,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70029281,121.0027791,14.60672037,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.288,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70130334,121.0542744,14.55570575,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.152,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70130334,121.0542744,14.55570575,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.009,4.848,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70130334,121.0542744,14.55570575,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.014,8.952,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70289541,121.054616,14.5821732,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.264,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,5.0,0.75,0.104,36.636,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.013,3.632,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.075,18.608,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.142,38.556,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.001,0.532,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70022054,121.0638508,14.34640931,2023-05-23,Tuesday,08:00,17:00,,,3.0,0.55,0.183,42.648,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70133943,121.092117,14.60543488,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70133943,121.092117,14.60543488,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.007,3.584,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70155899,121.0460726,14.41183851,2023-05-23,Tuesday,08:00,15:00,,,1.0,3.0,0.01509,4.296,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70155899,121.0460726,14.41183851,2023-05-23,Tuesday,08:00,15:00,,,1.0,3.0,0.001,0.456,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70155899,121.0460726,14.41183851,2023-05-23,Tuesday,08:00,15:00,,,1.0,3.0,0.019,6.732,"{AUV, 4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,2.0,0.45,0.022,7.332,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.009,4.224,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.037,11.46,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.095,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.0,0.076,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.001,0.495,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70156300,121.0822921,14.70504927,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000421,0.241,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089704,121.0652736,14.34792154,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.002,1.36,"{4w, 6w, 10w, 40ft}"
2522,121.084957449375,14.5440065750203,70089704,121.0652736,14.34792154,2023-05-23,Tuesday,08:00,17:00,,,1.0,0.35,0.000198,0.072,"{4w, 6w, 10w, 40ft}"
