Shipping Point,DepotLongitude,DepotLatitude,Ship to,CusLongitude,CusLatitude,Planned Delivery Date,DOW,Beginning1,Ending1,Beginning2,Ending2,Number of HUs,Dwell Time,Total Volume,Total Weight,AllowedTrucks
2522,121.084957449375,14.5440065750203,70031063,121.0353997,14.63457121,2023-05-25,Thursday,08:00,17:00,,,3.0,0.55,0.063,19.572,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022423,121.0139713,14.61874947,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.022,12.2,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022423,121.0139713,14.61874947,2023-05-25,Thursday,08:00,17:00,,,6.0,0.8500000000000001,0.518,139.208,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022423,121.0139713,14.61874947,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.019,11.232,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022423,121.0139713,14.61874947,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.004,1.865,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022445,121.0510181,14.62194461,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.009,4.944,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022445,121.0510181,14.62194461,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.124,34.272,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022445,121.0510181,14.62194461,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.494,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022423,121.0139713,14.61874947,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.053,15.372,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70029945,120.9944528,14.63744057,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.03,16.32,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030930,121.0314566,14.64194865,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.03,17.52,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022890,121.0273104,14.64379715,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.013,7.92,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030932,120.9966284,14.63784666,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.018,11.28,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030932,120.9966284,14.63784666,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.017,0.744,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030930,121.0314566,14.64194865,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.075,33.096,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022890,121.0273104,14.64379715,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.153,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70029945,120.9944528,14.63744057,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.264,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70029945,120.9944528,14.63744057,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.081,28.048,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022890,121.0273104,14.64379715,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.017,10.728,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030930,121.0314566,14.64194865,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.264,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70029945,120.9944528,14.63744057,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.074,17.464,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022890,121.0273104,14.64379715,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.053,15.108,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030930,121.0314566,14.64194865,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.029,5.68,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70030932,120.9966284,14.63784666,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.04,18.216,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.004,3.339,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.004,2.192,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.043,25.92,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022880,121.0791398,14.68268308,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.013,6.912,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-05-25,Thursday,08:00,17:00,,,4.0,0.65,0.29,94.584,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022880,121.0791398,14.68268308,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.002,1.361,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022862,121.0817069,14.67511653,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.345,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.002,0.864,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022444,121.0801452,14.70475479,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.003,1.976,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022862,121.0817069,14.67511653,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.012,7.104,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022880,121.0791398,14.68268308,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.012,7.248,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022862,121.0817069,14.67511653,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.097,20.956,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022880,121.0791398,14.68268308,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.155,34.614,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70017116,121.0825134,14.67744353,2023-05-26,Friday,08:00,17:00,,,4.0,0.65,0.134,42.744,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70089531,120.9402793,14.32705748,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.000347,0.25,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70089531,120.9402793,14.32705748,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.025,14.736,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70341155,120.9850233,14.32006169,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.007,4.464,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70341155,120.9850233,14.32006169,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.191,53.396,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086852,120.9389283,14.37710341,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.264,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086852,120.9389283,14.37710341,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.031,15.516,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70089531,120.9402793,14.32705748,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.012,7.248,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70089531,120.9402793,14.32705748,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.02,12.864,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086854,120.9419588,14.42202961,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.009,6.432,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70341155,120.9850233,14.32006169,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.075,18.608,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.727,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.008,4.272,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086847,121.0546954,14.31594484,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.014,7.824,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.463,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.002,0.888,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.184,53.348,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086847,121.0546954,14.31594484,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.456,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086847,121.0546954,14.31594484,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.081,16.804,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022430,121.0005376,14.28264787,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.082,21.632,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70086847,121.0546954,14.31594484,2023-06-01,Thursday,08:00,17:00,,,3.0,0.55,0.062,24.34,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70081656,120.9754788,14.41091519,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.727,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022437,120.9540782,14.44774456,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.012,6.96,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70416056,120.9804427,14.37187767,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.552,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022437,120.9540782,14.44774456,2023-05-25,Thursday,08:00,17:00,,,6.0,0.8500000000000001,0.396,111.004,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022437,120.9540782,14.44774456,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.002,0.864,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70081656,120.9754788,14.41091519,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.004,1.848,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70081656,120.9754788,14.41091519,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.072,16.884,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70081656,120.9754788,14.41091519,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.459,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70416056,120.9804427,14.37187767,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.008,4.416,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70416056,120.9804427,14.37187767,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.212,50.56,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028193,120.9761568,14.40671606,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.072,17.644,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70081656,120.9754788,14.41091519,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.083,18.736,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70224325,120.8944258,14.42757651,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.011,6.96,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70034086,120.8831537,14.42992606,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.018,10.368,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70224325,120.8944258,14.42757651,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.019,10.704,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70224325,120.8944258,14.42757651,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.065,13.984,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70034086,120.8831537,14.42992606,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.017,9.6,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70034086,120.8831537,14.42992606,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.137,43.2,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70034086,120.8831537,14.42992606,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.247,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70452456,120.8831537,14.42992606,2023-06-01,Thursday,08:00,14:00,,,1.0,4.0,0.037,8.52,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70034086,120.8831537,14.42992606,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.028,11.244,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70395787,120.7677044,14.32052478,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.041,9.414,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70452456,120.8831537,14.42992606,2023-06-01,Thursday,08:00,14:00,,,2.0,4.0,0.106,24.864,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70450988,120.9401562,14.40099838,2023-05-25,Thursday,08:00,12:00,,,2.0,4.0,0.157,156.6,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.019,11.232,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.011,7.176,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.065,20.796,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70450988,120.9401562,14.40099838,2023-05-25,Thursday,08:00,12:00,,,5.0,4.0,0.333,104.581,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70450988,120.9401562,14.40099838,2023-05-25,Thursday,08:00,12:00,,,1.0,4.0,0.097,80.4,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.023,14.112,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.002,0.744,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022827,120.9613285,14.11737549,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.009,6.432,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.007,5.725,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022440,120.9712011,14.6061335,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.004,2.192,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022440,120.9712011,14.6061335,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.017,11.184,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70154587,120.9723881,14.62257547,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.111,24.458,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70154587,120.9723881,14.62257547,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.552,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022868,120.9714112,14.60617105,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.019,11.232,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.019,10.472,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-06-08,Thursday,08:00,17:00,,,5.0,0.75,0.037,21.936,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70017142,120.9739946,14.62924301,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.085,26.544,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022440,120.9712011,14.6061335,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.4,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022440,120.9712011,14.6061335,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.005,2.328,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.029,16.392,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.119,42.308,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022407,120.9709,14.61825644,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.0,0.247,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70154587,120.9723881,14.62257547,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.48,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022440,120.9712011,14.6061335,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.092,19.404,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022418,121.0217244,14.58826942,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.008,6.202,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022418,121.0217244,14.58826942,2023-06-08,Thursday,08:00,17:00,,,4.0,0.65,0.067,39.792,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022419,120.9887217,14.57039069,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.02,11.136,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022419,120.9887217,14.57039069,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.661,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022472,120.9874974,14.58576404,2023-06-01,Thursday,08:00,14:00,,,2.0,4.0,0.352,88.964,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022472,120.9874974,14.58576404,2023-06-08,Thursday,08:00,14:00,,,2.0,4.0,0.021,11.928,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022472,120.9874974,14.58576404,2023-06-08,Thursday,08:00,14:00,,,5.0,4.0,1.053,245.288,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022418,121.0217244,14.58826942,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.292,84.668,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022418,121.0217244,14.58826942,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.001,0.4,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022419,120.9887217,14.57039069,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.042,14.22,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022828,120.9813663,14.5800405,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.016,8.736,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022418,121.0217244,14.58826942,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.047,10.576,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022828,120.9813663,14.5800405,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.007,3.084,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022426,121.0226122,14.60483743,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.011,6.96,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022431,121.0105908,14.60201163,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.007,3.552,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022431,121.0105908,14.60201163,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.011,6.912,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70288822,121.0180943,14.59723148,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.011,6.912,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70043889,120.9947757,14.61098684,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.02,13.968,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70043889,120.9947757,14.61098684,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.48,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022426,121.0226122,14.60483743,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.026,15.648,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022426,121.0226122,14.60483743,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.252,62.122,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022431,121.0105908,14.60201163,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.018,9.744,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022431,121.0105908,14.60201163,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.093,29.556,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70288822,121.0180943,14.59723148,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.48,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70288822,121.0180943,14.59723148,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.068,20.372,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022497,120.9738324,14.60650966,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.007,4.272,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022831,120.9885815,14.62581906,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.456,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022497,120.9738324,14.60650966,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.003,1.656,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022497,120.9738324,14.60650966,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.038,15.516,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70288708,120.9811751,14.6052432,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.003,1.392,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70288708,120.9811751,14.6052432,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.014,2.94,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70043079,120.9928402,14.60202307,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.083,18.072,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022831,120.9885815,14.62581906,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.007,3.024,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022412,121.0047564,14.4387963,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.014,7.728,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022882,121.0045003,14.43819378,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.552,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022412,121.0047564,14.4387963,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.004,1.704,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70017139,120.9854103,14.44789233,2023-05-25,Thursday,08:00,17:00,,,2.0,0.45,0.012,1.782,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022412,121.0047564,14.4387963,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.001,0.48,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022412,121.0047564,14.4387963,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.056,27.356,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022882,121.0045003,14.43819378,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.01,5.28,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70426361,121.0027031,14.4284949,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.071,16.86,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70022412,121.0047564,14.4387963,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.035,8.364,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70426361,121.0027031,14.4284949,2023-06-01,Thursday,08:00,17:00,,,1.0,0.35,0.034,8.34,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-05-25,Thursday,08:00,17:00,,,1.0,0.35,0.000347,0.25,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.04,22.32,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70245227,120.9596475,14.40057504,2023-06-08,Thursday,08:00,17:00,,,4.0,0.65,0.039,22.368,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.013,7.248,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-06-01,Thursday,08:00,17:00,,,2.0,0.45,0.000387,0.216,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.058,33.984,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70028697,120.9397588,14.37668578,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.083,31.66,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70133696,120.9403768,14.42217086,2023-06-08,Thursday,08:00,17:00,,,3.0,0.55,0.12,38.1,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70155261,120.9255291,14.40588432,2023-06-08,Thursday,08:00,17:00,,,1.0,0.35,0.006,3.648,"{4w, 6w, 10w}"
2522,121.084957449375,14.5440065750203,70155261,120.9255291,14.40588432,2023-06-08,Thursday,08:00,17:00,,,2.0,0.45,0.138,29.908,"{4w, 6w, 10w}"
