Depot,DepotLong,DepotLat,Customer,CusLong,CusLat,DeliveryDate,DOW,Beginning1,Ending1,Beginning2,Ending2,HUs,DwellTime,CBM,KGM,AllowedTrucks,,
2524,121.0973984,14.30953239,70382797,121.064459,14.54644879,1/13/2023,Friday,8:00,17:00,,,1,1,1,180,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017437,121.0365402,14.60213586,1/13/2023,Friday,8:00,16:00,,,4,1,0.034,2.56,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70382797,121.064459,14.54644879,1/13/2023,Friday,8:00,17:00,,,1,1,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70082414,121.019613,14.51661422,1/13/2023,Friday,8:00,17:00,,,1,0.333333333,0.003,2.123,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017459,121.0133299,14.55488473,1/13/2023,Friday,8:00,16:00,,,1,1,4,384,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70490240,121.011453,14.56703057,1/13/2023,Friday,8:00,17:00,,,1,1,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017470,121.0174927,14.56348294,1/13/2023,Friday,8:00,17:00,,,1,1,0.057,6.52,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70155196,121.0436435,14.48644031,1/13/2023,Friday,8:00,17:00,,,1,1,1,552,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70031292,121.0656736,14.52121107,1/13/2023,Friday,8:00,17:00,,,1,1,0,23,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70083842,121.0272289,14.549463,1/13/2023,Friday,8:00,17:00,,,1,1,1,456,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084927,121.0470067,14.60224359,1/13/2023,Friday,8:00,16:00,,,2,1,0.009,1.387,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084927,121.0470067,14.60224359,1/13/2023,Friday,8:00,16:00,,,1,1,1,75,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70395155,121.055598,14.55540859,1/13/2023,Friday,8:00,17:00,,,1,0.333333333,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70155196,121.0436435,14.48644031,1/13/2023,Friday,8:00,17:00,,,1,1,4,540,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70430210,121.0740454,14.52807804,1/13/2023,Friday,8:00,17:00,,,1,1,0.004,3.018,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70525152,121.1731914,14.58032397,1/16/2023,Monday,8:00,17:00,,,1,1,0.012,1.504,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70337705,121.1768653,14.57645321,1/16/2023,Monday,8:00,17:00,,,1,1,1,90,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70548634,121.1756311,14.58507461,1/16/2023,Monday,8:00,17:00,,,1,1,3,360,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017459,121.0133299,14.55488473,1/16/2023,Monday,8:00,16:00,,,1,1,1,220,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017539,121.0690191,14.59052169,1/16/2023,Monday,8:00,16:00,,,1,1,4,600,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70396492,121.0963252,14.64534642,1/16/2023,Monday,8:00,17:00,,,1,1,0,18,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70484079,121.101893,14.6516115,1/16/2023,Monday,8:00,17:00,,,1,1,1,126,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70408272,121.1349582,14.61711251,1/16/2023,Monday,8:00,17:00,,,1,1,1,90,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70525152,121.1731914,14.58032397,1/16/2023,Monday,8:00,17:00,,,1,1,0.007,3.841,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017437,121.0365402,14.60213586,1/16/2023,Monday,8:00,16:00,,,2,1,2,427,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017539,121.0690191,14.59052169,1/16/2023,Monday,8:00,16:00,,,1,1,2,280,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017539,121.0690191,14.59052169,1/16/2023,Monday,8:00,16:00,,,1,1,1,156,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019482,121.1106243,14.62292153,1/16/2023,Monday,8:00,17:00,,,1,1,1,36,"{AUV, MC, 4w, 6w}",,
2524,121.0973984,14.30953239,70525152,121.1731914,14.58032397,1/16/2023,Monday,8:00,17:00,,,1,1,0,34,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70521396,121.1221925,14.69709232,1/16/2023,Monday,8:00,17:00,,,1,1,0.003,2.136,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70286419,121.1786399,14.57035576,1/16/2023,Monday,8:00,17:00,,,1,1,0,18,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70521396,121.1221925,14.69709232,1/16/2023,Monday,8:00,17:00,,,1,1,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019425,121.1386665,14.57923238,1/16/2023,Monday,8:00,17:00,,,1,1,0.464,204,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70396492,121.0963252,14.64534642,1/16/2023,Monday,8:00,17:00,,,1,1,0,24,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019476,121.0961807,14.63174178,1/16/2023,Monday,8:00,17:00,,,1,1,0,13,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019554,121.1201218,14.63024693,1/16/2023,Monday,8:00,17:00,,,1,1,1,477,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019375,121.0938497,14.63224007,1/16/2023,Monday,8:00,17:00,,,1,1,0,12,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019410,121.0951864,14.63290444,1/16/2023,Monday,8:00,17:00,,,1,1,1,98,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70484079,121.101893,14.6516115,1/16/2023,Monday,8:00,17:00,,,0,1,0.002,1.006,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70374983,121.0924717,14.6486277,1/16/2023,Monday,8:00,17:00,,,1,1,0.464,204,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70375866,121.1247822,14.62586893,1/16/2023,Monday,8:00,17:00,,,1,1,0.002,1.11,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019322,121.096125,14.6325787,1/16/2023,Monday,8:00,17:00,,,1,1,0,18,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084983,121.154252,14.53067757,1/16/2023,Monday,8:00,17:00,,,1,1,0,18,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019322,121.096125,14.6325787,1/16/2023,Monday,8:00,17:00,,,1,1,1,597,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019476,121.0961807,14.63174178,1/16/2023,Monday,8:00,17:00,,,1,1,0,23,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70132665,121.1959103,14.47642017,1/16/2023,Monday,8:00,17:00,,,1,1,0.389,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019322,121.096125,14.6325787,1/16/2023,Monday,8:00,17:00,,,1,1,0,16,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084983,121.154252,14.53067757,1/16/2023,Monday,8:00,17:00,,,1,1,0,16,"{AUV, 4w, 6w, 10w, 40ft}",,
