#{"t_start": 1766666415.7858446, "env_id": "None"}
r,l,t
4.0689306,10,1200.653677
4.120027,8,1219.71706
4.2321653,5,1219.717367
3.8086193,5,1233.332564
4.0224543,20,1251.698828
4.1065674,18,1260.58326
3.8207822,9,1264.511196
2.9569683,2,1268.972713
4.2649446,10,1276.287313
2.9513607,7,1282.911175
3.9032636,22,1286.892226
1.8702959,1,1286.892495
4.069015,8,1289.604363
4.4714437,16,1329.396295
3.5105162,22,1340.100362
3.2945302,13,1354.309284
3.3690643,32,1357.834368
3.868125,32,1367.483458
4.640093,20,1390.188007
3.6272116,15,1394.352469
3.2200658,2,1394.352749
2.7001789,1,1394.553772
3.4657385,19,1403.965832
3.1310382,2,1406.155191
3.060701,14,1423.050689
4.68482,15,1425.668275
3.1830518,31,1428.807145
3.7969496,9,1436.782765
3.6074646,3,1439.190897
1.387726,1,1440.177365
3.6919942,8,1442.771972
2.8264618,1,1443.077239
3.9765863,7,1443.077494
2.5573041,7,1445.786985
3.7030966,4,1450.011006
2.440371,1,1450.01129
3.095668,6,1467.238698
4.1389503,12,1472.826051
3.6313744,8,1472.826409
3.9255164,8,1491.12614
4.4991555,15,1511.269126
2.8024697,1,1511.482287
3.7403023,15,1512.652856
2.390006,1,1512.653148
2.9604309,2,1519.430028
1.3872068,1,1519.758777
2.897892,4,1520.698429
3.7020185,4,1525.074023
3.4646163,4,1538.390616
2.6547523,45,1551.746216
4.2315593,9,1558.036992
3.8868797,7,1569.059379
3.522455,4,1570.04797
3.982483,8,1584.86942
3.0378988,3,1588.086404
3.42825,18,1606.125825
3.4876385,49,1606.497773
4.2391696,42,1621.352336
3.389823,5,1621.352626
0.9995578,1,1625.38938
3.9263988,6,1627.255506
3.8492932,6,1638.912521
3.8309665,18,1641.91026
4.481362,6,1662.477265
4.262613,15,1674.780682
3.9232972,16,1677.022968
3.3419583,13,1682.700695
4.3569098,4,1682.701004
2.5614424,1,1682.94642
4.6568003,4,1689.147037
4.0426116,14,1694.527406
4.0549135,7,1694.686126
3.8351238,10,1701.092388
3.8947186,13,1723.757533
3.7828236,17,1723.757798
2.7814047,14,1730.879431
3.0779197,5,1740.61831
3.9970384,7,1740.618571
3.0377448,6,1752.835725
3.818665,22,1753.000217
4.5128627,8,1756.041558
1.9369917,1,1758.179123
3.5989847,16,1758.179397
3.7313204,9,1772.47917
3.0542378,6,1772.479738
2.6314378,2,1777.346906
3.2980978,12,1779.199105
3.812354,7,1799.443825
3.7928085,15,1799.444117
3.974023,6,1799.865052
4.0176473,12,1806.956097
4.1749616,4,1809.771799
1.8862623,1,1810.079417
3.267659,10,1814.63122
3.96486,4,1825.443725
3.4517026,2,1831.610687
2.8539546,2,1836.535415
3.394285,14,1845.847358
3.5376942,21,1847.742947
3.6838205,11,1875.48879
3.3301513,29,1883.825049
3.693688,16,1900.102499
3.6611283,10,1911.841368
3.2608724,7,1911.841655
3.4640958,22,1920.167106
3.7994773,12,1934.998721
-0.011274168,1,1937.641328
4.172771,3,1942.559201
3.2010171,15,1945.92945
3.6617131,15,1945.929738
3.0338356,1,1947.829846
3.6905382,14,1952.355276
3.4896514,13,1962.58531
3.918455,13,1964.992301
2.983341,1,1970.887341
3.19657,19,1976.448958
3.155715,1,1976.739359
3.9071307,8,1976.739612
3.5904336,6,1977.477094
3.9306679,2,1979.869136
3.3389235,3,1985.94907
2.5144033,3,1992.884775
4.3554025,30,2003.001615
3.8399255,6,2006.328655
3.8219361,4,2011.582901
4.3145647,19,2014.080849
2.410501,2,2014.081121
3.411475,2,2021.446002
4.0401897,11,2027.534092
4.1034226,23,2030.996564
3.75249,9,2034.470796
4.0474434,3,2034.471088
4.2744503,6,2035.625483
3.4225023,11,2044.339738
4.3832164,4,2046.158639
1.2547324,1,2046.158913
2.6957412,3,2049.397104
2.955492,6,2065.624291
4.5390267,21,2075.975648
3.9329097,4,2092.414445
3.8712206,26,2092.679622
4.121801,22,2093.926487
2.810376,1,2098.303717
2.887612,1,2102.19516
2.855875,1,2103.653151
3.8731458,19,2108.045097
3.6420188,11,2113.858893
2.353758,1,2117.786288
3.530383,14,2121.586719
3.4753659,10,2131.952294
3.4714532,16,2142.141764
3.8445592,3,2147.448076
3.8819506,13,2153.538538
2.6663752,2,2157.951816
3.5653055,3,2168.410208
3.163167,2,2168.410573
2.1328683,2,2173.565064
3.5236857,18,2186.414808
3.249028,15,2212.391156
4.253113,7,2212.391546
3.3504968,1,2216.227749
3.2735965,19,2226.720325
2.9124565,4,2234.109347
4.891604,10,2235.126625
3.33186,39,2235.126883
2.569309,2,2241.228958
2.7807605,4,2241.509873
3.4264805,3,2244.024573
3.5868819,7,2258.725941
3.9041708,8,2272.659886
3.4581864,9,2277.936666
2.666717,4,2277.936973
4.0636907,3,2285.378441
3.390353,41,2320.004774
4.42463,9,2320.005083
3.9960628,32,2327.927566
3.3724773,4,2331.574289
3.334371,4,2331.574557
1.4571788,1,2333.735836
4.600688,7,2346.445597
3.896395,14,2366.84147
3.8561912,10,2366.841736
2.8048568,15,2366.841844
2.897046,2,2369.674704
3.290183,4,2378.773663
3.0118527,41,2386.823881
2.819964,4,2386.824162
3.885058,3,2391.403192
4.8719783,14,2393.325587
3.1703758,5,2397.300184
3.1948895,2,2401.42924
3.8173208,3,2401.42954
3.4712944,2,2410.250661
3.6383529,19,2410.622954
2.8541331,4,2416.907413
3.3114848,6,2421.370644
3.8146665,11,2426.352098
3.512694,4,2427.369166
3.7372217,3,2432.709679
3.7231808,14,2437.275974
3.9303946,9,2446.779961
0.56340116,1,2446.95735
3.088364,5,2446.957623
3.9136615,10,2456.348182
3.8401825,4,2466.065802
3.4308863,2,2472.443229
3.8612926,10,2474.693103
2.753374,1,2478.042567
4.185682,18,2488.899163
3.30572,4,2492.232524
1.5718514,1,2493.350207
3.492635,17,2497.205636
3.6104398,2,2501.859036
3.9816968,10,2502.078126
1.6892525,1,2502.994678
4.735689,3,2507.976052
3.2703454,8,2511.480123
2.7474372,5,2527.324071
0.578842,1,2527.522593
3.6506402,7,2528.835673
2.29304,5,2538.07992
2.8548744,16,2539.948534
3.872002,12,2559.433308
3.7905993,15,2570.931544
2.5325093,1,2572.853516
3.5514677,8,2573.026969
3.2328832,2,2577.528435
3.8941329,35,2591.241722
3.5214415,27,2601.247757
3.1869524,10,2601.663018
3.1519942,8,2612.398055
3.5964184,3,2621.017231
3.839476,6,2636.15933
3.3490393,25,2639.548319
3.1024992,2,2639.548564
1.1291299,1,2641.407956
3.4018915,36,2648.306496
1.6629705,4,2650.986016
0.2538304,2,2651.153046
2.49916,4,2656.261555
3.378594,10,2656.261852
0.32867396,1,2656.44357
3.2415414,2,2659.874082
2.9396331,1,2659.874341
3.7905464,34,2664.742995
1.8678858,1,2667.111432
4.292093,7,2679.076019
3.088147,3,2687.862269
3.4890907,10,2687.862786
4.320667,18,2690.333132
4.0769696,4,2699.244604
3.5093148,6,2700.247903
3.9988751,14,2704.284926
4.3543205,6,2704.285294
3.3961847,6,2709.302078
1.6849256,4,2710.83952
3.9196,11,2724.772168
3.3447888,8,2726.735327
1.9916347,2,2734.218429
3.6610615,11,2739.123657
3.7165444,18,2749.214347
3.7455652,13,2766.537906
3.7657018,22,2778.555476
3.892008,14,2778.555703
4.2522254,18,2783.142287
3.6158733,2,2783.414287
3.6031651,14,2802.862054
3.694783,7,2805.69436
2.746484,3,2808.634775
3.506554,26,2848.207821
3.8994246,26,2852.547642
3.1485226,3,2861.593368
3.8854468,9,2876.139962
3.680737,5,2887.427625
4.114889,13,2900.88257
3.1612968,35,2903.240337
3.7521744,3,2910.519966
3.2871778,40,2922.822728
3.1197982,11,2922.823055
3.9031224,4,2933.265014
3.7862208,15,2939.434805
3.5637345,11,2950.25404
3.3234024,4,2953.569274
1.6550313,2,2957.44615
3.4805355,19,2957.648202
1.7705857,1,2957.648455
1.6553903,1,2960.112514
3.208963,2,2963.863217
3.9269006,4,2963.863509
4.410757,12,2963.863667
2.1516635,2,2968.011463
3.7611113,2,2968.011961
2.8661988,3,2968.012307
4.6271644,8,2993.142774
3.9383442,18,3029.10365
2.8648078,17,3029.372868
3.158982,11,3030.692895
3.4446092,28,3049.486702
4.402951,3,3060.096623
1.6279416,1,3062.420012
3.2315655,17,3067.908583
2.8725102,2,3067.908929
3.6229408,18,3071.20841
3.7060058,6,3078.734104
3.5482805,5,3087.045458
3.295054,2,3087.04582
2.276257,2,3091.121681
3.661327,13,3101.141391
3.7029614,34,3105.154519
3.580058,8,3106.955189
3.0043092,2,3109.946688
3.6717625,13,3113.41257
3.719035,2,3115.197787
0.80276614,1,3115.427049
3.7340548,3,3124.49669
3.5682356,18,3133.150031
3.1160161,10,3139.489853
4.6159363,6,3140.6914
3.3420079,3,3149.533072
4.1337957,24,3149.533327
0.8963034,1,3150.891702
4.1008587,8,3161.260286
3.904491,23,3161.260519
3.2221975,8,3171.092523
3.1561654,7,3198.899408
3.9620702,16,3206.48492
3.3097112,24,3210.815209
3.6901658,9,3212.669116
3.2350717,21,3212.669468
1.4398268,1,3212.91377
3.749516,2,3212.914056
3.4787202,12,3226.403962
3.931407,3,3236.809727
4.1063824,10,3237.828579
2.9630578,10,3237.828831
3.2918756,14,3248.348336
4.1137385,7,3257.909032
4.258507,8,3257.90935
4.2016907,8,3263.125432
2.5897863,2,3266.274382
4.189077,8,3275.153136
1.0123442,1,3279.224755
3.3225396,7,3287.53202
3.6966624,8,3287.532318
3.617217,2,3291.883523
3.9549274,3,3292.909057
1.605657,2,3294.081538
3.0048962,2,3294.390746
4.313684,9,3294.391006
3.7129142,12,3322.679696
0.39503226,1,3325.019475
3.4078703,31,3334.117079
3.218614,2,3340.983831
3.1184785,24,3355.46217
3.5557165,11,3355.46247
4.3360267,6,3359.666826
4.3052344,4,3369.035397
3.2502441,7,3377.211664
3.6520038,11,3396.200886
4.326769,20,3408.597923
2.7501779,1,3413.260589
3.7840273,5,3434.059941
4.1964064,12,3434.060255
3.5688403,57,3445.229917
3.2621024,5,3445.230174
3.6139553,10,3456.430119
3.7974858,11,3475.14238
3.8600302,4,3486.870204
2.4559631,1,3493.222513
3.6605349,18,3501.837806
2.7442603,3,3505.684895
3.142962,46,3505.685171
3.5537374,3,3506.490762
3.7236066,9,3509.022306
2.5779448,2,3509.643935
4.032987,23,3513.371892
2.513925,2,3518.731918
4.0136156,17,3542.265773
4.079811,18,3557.606345
3.4677384,30,3587.67978
3.7540307,18,3594.638441
4.0354023,12,3594.638752
3.8251321,29,3601.49236
1.4567995,1,3602.384593
3.3072839,5,3606.109686
3.6469405,2,3612.144459
3.532304,8,3612.144728
3.7556345,5,3618.694879
4.118684,13,3633.040226
3.290297,2,3639.111277
3.817421,12,3648.765653
4.106334,14,3651.394007
3.1138113,1,3654.8801
3.5245361,8,3656.368817
3.9904838,7,3668.59146
3.8230138,2,3675.524575
1.6062745,1,3676.232923
3.9567583,11,3679.311448
3.9642246,2,3679.31175
3.8335137,36,3706.765975
4.055845,13,3710.316092
3.5183337,3,3712.22658
3.5470603,2,3714.583855
4.224924,6,3737.997089
3.1455371,26,3749.63011
4.2044287,44,3761.273207
3.2580721,2,3765.10859
3.555143,10,3765.108855
4.0758495,18,3768.222455
1.6960247,1,3771.414438
3.5259373,10,3786.32942
3.67544,2,3789.828997
3.4225497,11,3798.474859
3.6158013,4,3803.105132
3.2617989,18,3805.180168
3.5421133,16,3805.180512
3.7340498,4,3806.608602
3.202897,5,3815.577715
3.7664363,6,3821.840745
3.4716277,26,3826.536126
3.3731182,15,3828.164488
3.3577936,12,3841.641634
4.114985,11,3849.646945
3.3043425,26,3849.647233
2.292974,1,3853.627627
3.6591725,4,3861.511842
3.833832,9,3865.046512
3.5127249,2,3871.252722
1.3874271,1,3871.423359
3.4196064,20,3874.459366
3.223262,3,3877.601672
3.6924334,7,3883.046054
3.8348172,14,3885.891665
3.1648433,1,3885.891927
3.5179548,3,3896.93209
1.2053117,1,3902.013199
4.471143,13,3911.69546
3.2468948,12,3911.695739
3.624869,6,3915.027037
4.217929,3,3919.332619
2.9821072,4,3920.558045
2.3750074,2,3924.522141
3.8523512,11,3938.181529
3.771292,3,3946.130532
1.5726225,2,3947.578617
4.2468514,13,3950.930322
3.5241952,31,3969.364805
3.8436944,7,3980.701689
4.519997,10,3984.324529
3.211944,5,3984.324787
1.8582448,2,3987.591106
2.5011003,2,3987.591392
3.363882,32,4009.438731
3.808281,7,4009.438995
3.5706763,6,4032.951011
4.091608,10,4045.603655
3.5194654,9,4060.63431
3.2920814,24,4067.924821
3.5538077,8,4070.4665
4.186541,9,4090.719134
2.9687848,4,4093.702152
4.816302,12,4100.453115
4.404085,4,4106.045852
2.9453733,3,4110.479127
3.2286115,16,4110.479396
3.9371119,5,4123.703004
3.301129,52,4137.7182
3.4324033,9,4140.086367
3.7625167,5,4154.605846
3.0341196,1,4157.012349
4.106001,6,4159.407954
3.0113447,10,4159.40822
3.509688,6,4174.018987
3.702967,24,4186.556798
3.2172966,13,4191.510938
4.050894,8,4191.511169
4.436411,6,4194.166364
3.1559443,2,4194.9701
4.1556892,7,4205.43904
2.4018357,6,4208.219038
2.8632545,22,4209.19906
3.4809213,3,4210.309811
3.6250603,4,4213.635546
3.811191,21,4237.886408
4.1914253,11,4238.177933
3.6763687,17,4246.544811
2.6461449,1,4249.632664
3.1069624,17,4249.632896
3.541256,7,4252.949839
3.5357554,3,4253.752339
3.0261178,5,4271.064152
2.9576654,6,4271.064465
3.9928272,16,4292.050588
2.4867167,4,4299.680488
3.6680882,28,4307.514596
3.7226176,7,4314.411589
4.025712,4,4318.504396
3.7138064,3,4325.299759
4.0570364,6,4332.765002
4.101643,3,4341.570569
3.6315813,3,4352.979626
3.480156,32,4352.979897
4.258169,11,4354.812159
3.9421594,34,4360.849571
3.585096,5,4369.492936
3.5644517,6,4384.155488
2.7549896,1,4387.663718
3.9557488,5,4394.4933
3.6525927,16,4397.151618
3.3469665,20,4411.615955
3.0034792,2,4421.590379
4.0630965,6,4427.321757
3.8059597,3,4437.749639
3.0291226,32,4446.141677
3.1197114,2,4451.696291
3.90629,13,4460.95573
3.292095,21,4464.347588
2.9387705,2,4469.271629
1.4419112,1,4470.738754
3.1619034,8,4477.548683
3.3332918,5,4482.795175
4.4462366,13,4483.04673
3.517999,4,4483.524357
3.2171202,1,4483.524588
3.4757144,3,4498.031617
3.0332694,1,4503.96036
4.003985,10,4518.831756
3.5208602,32,4526.476174
3.3498247,4,4526.850379
3.1951706,26,4555.970342
4.021231,16,4559.881205
4.215203,2,4564.525819
3.8300602,18,4571.173343
3.6301916,3,4572.530033
2.916894,1,4576.512444
4.1266823,4,4585.533863
3.4649477,30,4585.534173
1.6224484,1,4589.547645
4.3166566,7,4615.751708
4.1085835,2,4625.97838
2.5605283,1,4627.829804
3.5738668,15,4635.440293
3.8696914,19,4638.327101
3.0040011,24,4638.327356
3.1469805,2,4646.317931
3.4675438,3,4646.53716
3.8481853,6,4648.439214
3.71715,14,4655.131563
3.8885293,6,4657.286688
3.3036587,8,4658.642194
3.8641899,5,4679.391925
3.5982697,15,4694.123352
3.9222968,15,4704.903869
3.6489353,4,4714.07348
3.5028706,9,4714.073775
3.4880557,2,4716.964449
4.222748,16,4717.952867
3.9729743,5,4728.275895
3.840157,6,4735.838506
2.6985407,1,4736.139118
3.5066037,16,4745.784852
3.5702906,6,4745.785147
4.11365,9,4745.785309
2.3731298,1,4749.52032
2.3507738,3,4755.998319
3.0434694,3,4759.114842
3.48561,9,4772.288672
3.10048,7,4774.382323
3.916473,48,4777.002607
3.1425812,11,4780.125403
4.0073957,3,4783.426846
3.677992,7,4798.68452
2.9239166,13,4798.907501
3.4798858,9,4803.237101
3.8923929,6,4810.65871
3.3836868,4,4815.29432
3.8631148,10,4831.123549
4.217743,11,4853.711906
3.8984594,9,4858.87948
3.6016324,14,4866.996606
3.7152278,33,4869.988089
0.34565,1,4871.811483
3.354161,8,4874.279978
3.214452,7,4878.079079
2.9871242,11,4885.725477
3.4743602,4,4886.077882
3.814856,7,4886.07815
4.14802,8,4886.078308
4.1429763,3,4890.174021
2.5163379,5,4895.598961
3.363661,7,4897.384237
2.2994146,2,4901.090567
2.4306035,1,4901.090849
3.9380429,7,4902.998091
3.7888117,5,4908.768861
3.5538788,15,4914.623423
3.5597777,4,4926.021961
4.599976,10,4926.790745
3.6532483,4,4931.031156
3.922808,19,4936.834482
2.2959185,1,4937.133954
4.594079,16,4939.944866
4.3462563,3,4949.174999
3.6470766,15,4963.491906
3.6101463,8,4965.644284
4.128779,8,4972.506171
3.1544595,2,4972.506469
3.7816129,18,5016.059064
3.886985,34,5019.04877
3.359632,3,5025.74677
2.2953596,2,5027.761658
4.0511355,30,5042.47252
3.2606804,34,5046.423301
4.687121,10,5050.071846
3.365206,5,5057.392494
3.7537076,2,5057.393897
3.9274473,9,5060.438783
1.190913,1,5060.692867
3.1697137,4,5060.693119
1.5717131,1,5063.197989
3.7294848,24,5064.755455
3.067025,2,5066.032263
3.356486,7,5066.032524
0.4156805,1,5066.750507
3.7960432,3,5079.102746
4.4505243,5,5079.103034
3.8552184,8,5082.030212
3.7222717,4,5091.692229
4.386802,8,5096.881373
3.8111975,5,5106.832425
4.1159015,13,5113.507393
2.0645466,1,5115.30581
3.6592925,5,5117.375135
3.6771579,15,5137.9423
3.6782994,28,5143.114521
3.4986014,4,5148.613161
3.9785671,4,5149.564553
2.3900084,1,5149.790717
2.980617,1,5151.649079
3.2327158,7,5173.537341
4.0212646,25,5187.801948
3.7308233,3,5187.802264
3.963386,3,5200.695821
3.5610788,6,5221.409658
3.2305436,35,5221.409939
3.7553825,14,5228.031984
4.063116,6,5242.639809
4.632376,14,5254.509535
3.797192,6,5275.607271
3.6814897,20,5275.607586
3.0907946,3,5280.590349
3.823793,19,5296.960452
1.2668489,1,5298.815845
3.1599405,55,5305.411994
3.4278603,12,5307.982791
3.199804,16,5312.345836
2.948642,3,5320.117689
3.855008,10,5335.801303
3.5115812,5,5335.801591
4.34917,10,5360.861535
3.69179,14,5374.482935
4.349492,26,5374.483222
4.4335327,5,5385.468205
4.108228,28,5392.919339
3.1348286,3,5396.467434
3.6507208,10,5396.467689
2.5614424,1,5396.769511
3.5942993,24,5429.145843
3.326409,14,5439.544295
3.8436475,16,5449.45159
3.795819,23,5455.429945
4.4924474,8,5474.075449
3.5938735,16,5479.927166
2.5891416,2,5482.704883
3.0581453,11,5484.667503
3.734543,16,5486.263689
2.933621,5,5496.605131
2.629808,2,5497.934885
3.5579472,8,5508.777628
3.9647193,6,5526.00422
4.4832997,14,5526.00456
3.9011097,9,5542.786476
3.6162565,27,5555.857931
2.8986623,2,5560.590087
3.87524,14,5563.247974
3.711396,10,5565.640308
2.7040153,3,5568.707474
4.1316357,12,5591.526237
2.2860656,2,5595.868161
3.5632632,34,5613.887674
4.354177,10,5620.811079
2.9296055,22,5620.811376
2.303105,3,5629.541188
4.000577,7,5641.89295
3.8921707,25,5641.893225
4.2789087,10,5642.711937
3.7851534,5,5642.712198
1.380455,1,5645.302174
3.9802036,8,5666.915653
3.105271,5,5679.008621
4.301183,14,5686.174358
3.1446278,19,5693.030423
2.2121782,1,5693.852758
3.0179737,1,5695.865842
3.5645175,24,5697.770351
2.7308815,10,5698.594346
3.7367458,4,5711.538281
2.5674489,7,5718.80571
2.3952372,1,5721.606523
3.8951128,11,5722.377033
4.092369,2,5722.945928
3.1329696,3,5722.946225
4.0733747,5,5739.553618
3.9710367,31,5751.899805
3.2732472,18,5804.006855
3.8974135,3,5817.628826
4.2995086,5,5829.469353
4.03222,44,5833.854289
3.1826565,3,5837.755785
3.7173817,32,5837.756017
3.0422661,1,5837.756161
4.0151987,5,5858.987065
0.6681674,1,5861.67532
3.7309911,6,5861.675593
3.6177747,12,5895.74816
3.2855284,4,5903.358229
2.4381335,62,5912.971278
3.3829567,5,5919.11347
3.766674,5,5927.80461
4.7237244,10,5962.122891
3.103226,37,5964.962002
4.080045,20,5973.700742
3.1970294,50,5986.791354
3.9870808,7,5986.791661
4.1894193,5,5986.791835
2.5924933,1,5989.291974
3.8601255,4,6003.319832
4.017927,6,6004.41178
4.2642255,4,6015.450048
3.5520449,3,6019.05028
3.5254915,20,6019.050575
2.963754,4,6027.529127
4.029333,14,6034.918769
3.4931056,23,6043.706875
2.9108515,3,6043.707145
3.527799,8,6043.922509
3.7972672,8,6057.456505
3.4747138,12,6075.662231
3.7132964,7,6085.211354
2.9603157,1,6087.04564
4.7325983,4,6087.045903
2.60105,1,6088.871382
2.7028239,1,6088.871634
4.1273084,31,6099.308103
3.6931458,24,6111.396668
3.9055097,10,6113.321764
4.2266593,9,6115.486424
3.7107484,13,6119.174971
3.4792166,5,6131.581517
3.6455963,11,6139.457818
3.2636907,11,6161.138772
3.516472,12,6178.736406
3.3891613,2,6194.402549
2.9570365,2,6198.849362
4.3737226,11,6208.378791
3.700862,5,6218.488374
1.5301111,4,6222.180411
3.3243346,2,6226.088902
3.3324037,1,6226.089179
3.9540968,5,6235.929423
2.9392395,1,6238.228201
3.4435065,8,6240.997502
3.0311265,30,6244.541715
3.3199725,43,6255.862523
3.8325372,5,6270.360737
1.3812734,1,6273.852455
3.9502673,11,6276.957716
3.1137602,5,6285.998464
3.6934328,7,6290.172008
3.5286124,3,6293.269033
3.2434072,25,6311.115269
3.4905262,7,6311.115591
2.3907492,1,6311.419132
3.6860244,4,6328.952801
4.2694516,35,6335.140364
3.8931215,16,6378.87961
3.1365697,2,6385.330025
3.1250885,2,6392.066084
3.5130472,34,6394.538714
4.205133,33,6421.769261
4.294226,10,6421.769577
3.7771096,11,6422.994935
1.985164,1,6427.900424
3.5681784,42,6428.190277
2.7941551,3,6436.588483
3.976737,11,6445.748512
1.5602483,1,6445.99885
0.51310205,1,6447.757211
4.5925217,2,6453.581603
3.4267843,20,6463.686563
3.8884122,18,6465.959202
3.3462987,15,6466.294113
4.207894,5,6486.60624
4.26004,6,6486.606564
4.0623207,11,6527.199641
4.1725335,11,6527.199946
2.7196555,3,6529.176609
3.521087,5,6534.132743
2.9918382,32,6564.608593
