"#{""t_start"": 1766644727.1364343"," ""env_id"": ""None""}",
r,l,t
3.479035,15,12726.94115
3.962122,4,12736.54706
3.7624369,2,12739.45843
3.954727,13,12741.57631
3.1672711,2,12744.94542
2.629808,2,12748.1212
3.6022828,8,12748.12221
3.62347,35,12751.18813
4.4320436,6,12751.18843
3.6454704,2,12752.55048
1.7578278,1,12752.67418
3.4744377,19,12753.256
1.2369269,1,12755.43592
3.3894298,14,12758.17438
3.753797,9,12762.44496
2.1520162,1,12765.42648
3.2589228,63,12774.69071
3.5099752,4,12775.15172
3.4523194,8,12777.56391
3.969243,9,12778.04066
3.3073626,5,12778.44069
3.346246,19,12780.50841
3.6949844,5,12783.37671
3.2172132,50,12784.64265
3.3288393,8,12787.06766
3.8676255,4,12787.06797
3.7331226,5,12798.11827
3.7628958,8,12810.66438
3.6864233,16,12812.07682
3.9566822,9,12820.56323
3.9678583,9,12824.54084
2.9223914,1,12827.3969
4.29681,13,12827.39725
3.8600163,4,12827.61236
3.934598,3,12827.61276
3.6674128,5,12831.35621
1.7589406,1,12834.65199
3.2307007,3,12837.45711
4.214513,18,12848.11774
3.7404966,4,12852.90135
3.4063704,28,12862.48989
4.0260105,12,12862.84092
4.3035345,18,12864.44063
3.3676326,5,12865.14107
3.1814442,24,12869.44891
3.2943985,11,12869.76632
3.1108482,2,12870.42337
3.6872883,4,12873.3873
1.2818869,3,12877.05085
4.6668315,5,12881.01336
3.4050682,38,12881.17815
3.2213328,15,12886.4106
3.6778746,8,12891.1432
3.535252,5,12900.66997
3.751204,5,12900.97332
4.0169907,20,12901.28484
3.571148,3,12908.8174
4.857186,12,12909.12143
3.6450963,14,12915.67247
2.7095776,4,12915.67285
3.856758,9,12916.77943
3.1362488,3,12917.95311
3.5801108,23,12922.94303
3.3737514,6,12939.40222
3.7261531,7,12942.87304
3.926413,41,12945.31728
4.0052776,12,12945.72529
2.5681136,2,12949.4478
2.8401144,45,12951.49857
3.465911,15,12958.22526
3.1888301,6,12960.09932
3.5940776,12,12960.09966
3.5237799,5,12967.4755
-0.005,1,12969.41931
3.957894,13,12974.23155
4.33173,7,12980.10135
4.636485,9,12983.18327
3.205803,29,12989.99123
3.480393,4,12991.37701
3.514973,19,12992.91651
3.7198904,7,12994.87012
2.3939073,3,12996.18012
2.655798,2,12998.84771
3.0009768,25,13002.26897
2.7627041,3,13002.26932
2.2214727,1,13006.77678
4.5382886,3,13006.77711
3.4971066,23,13014.37649
3.6667974,5,13014.59831
2.5204258,1,13014.78634
4.018783,6,13023.74803
3.7495928,12,13026.36846
3.2625024,7,13026.36887
4.3559475,12,13029.31612
4.270611,14,13031.72853
3.9833746,2,13039.48651
4.101533,35,13041.41491
3.0487711,3,13045.47018
4.181575,9,13046.68676
3.1693153,2,13047.87441
1.7783632,3,13050.46427
2.6821222,5,13051.02081
3.6619911,18,13051.0212
2.8920927,3,13055.36188
2.6887581,1,13057.69891
4.4764934,15,13067.89423
4.6011024,5,13068.75478
3.637702,3,13074.1526
4.336255,5,13088.82672
4.6254907,30,13094.84198
3.4481921,28,13094.84232
4.206581,11,13096.18241
2.3567283,3,13104.42098
2.9851985,4,13104.78034
4.499881,7,13107.30456
3.592084,24,13107.64135
3.4253302,1,13108.06768
3.605054,16,13111.26952
3.6901023,3,13118.7691
3.98728,6,13118.76946
3.3699505,2,13119.24027
3.0317228,4,13120.66924
3.799389,4,13122.97255
4.199598,4,13125.23193
2.8825083,7,13130.32652
2.7881143,1,13131.15856
3.914637,7,13135.05732
2.964283,56,13145.25383
4.1935325,9,13147.45138
3.98023,17,13154.58076
3.5269115,3,13155.51936
3.5925431,10,13159.8623
3.535837,18,13162.69711
1.6504426,1,13162.69748
3.3444955,5,13164.81689
3.8435764,31,13165.83765
3.4993467,3,13167.94568
3.6822798,4,13168.68842
3.0332205,5,13169.12408
3.7691762,30,13171.51809
3.987775,10,13173.62814
3.662216,3,13189.95348
3.1239412,6,13190.61917
3.714773,11,13202.25671
3.8173015,6,13202.25712
4.711717,9,13203.5731
1.2206972,1,13205.06341
3.2235086,2,13205.49085
3.8574913,28,13212.49037
3.6692576,3,13219.18096
4.063308,11,13225.13217
3.5511038,8,13225.13252
3.6876686,46,13226.93923
3.8248997,2,13228.6656
2.7511232,2,13228.66597
3.2241912,1,13232.76795
3.853064,15,13233.97159
2.9780748,45,13235.69207
3.6868017,40,13243.65107
3.9940546,6,13248.64776
3.5854392,7,13249.28949
3.7493536,14,13249.2899
3.6813293,8,13249.29013
3.9275942,16,13249.61758
1.2540026,1,13249.61796
2.3747106,1,13249.61817
3.4571896,6,13251.61352
3.8868241,4,13260.27202
3.3315942,7,13270.83473
3.79392,29,13276.48229
4.3826575,18,13276.48257
2.5692291,8,13276.84231
3.8114464,12,13277.99862
4.6524324,9,13281.23239
2.8829074,2,13284.33472
1.0601591,1,13284.49441
3.7826433,4,13285.97957
3.846775,33,13288.61629
4.120977,3,13288.62795
2.9941838,2,13292.63544
3.108927,4,13302.0375
3.0716243,2,13304.94114
4.1981306,18,13309.23157
3.9211128,20,13313.54776
3.7499697,31,13316.42694
3.6624591,7,13316.42728
3.651014,15,13319.51049
4.057126,16,13329.46301
3.8258247,5,13329.46335
3.5990348,3,13332.3807
3.534685,4,13333.89537
3.3122625,23,13339.27661
1.7008212,1,13342.96875
3.5879571,4,13342.96932
3.8283544,8,13343.38315
1.2365603,1,13343.3835
3.2487693,14,13350.41289
3.0847998,6,13358.80524
3.0426507,2,13360.38298
3.8581839,27,13369.68048
4.8819222,29,13370.7912
3.6855597,2,13370.79156
3.3717148,7,13371.19225
3.539304,7,13371.19268
3.542065,5,13376.9863
4.4747386,3,13378.27569
3.7282515,12,13378.27605
1.5554518,1,13381.45907
3.2223938,2,13381.45937
3.6136193,5,13383.5413
3.4935608,27,13383.54158
4.038353,6,13389.72213
4.2344112,5,13396.51173
3.4217064,36,13403.52308
3.5895383,4,13404.29787
3.661897,5,13404.60098
3.705321,9,13408.00422
4.472246,17,13408.00518
3.4322746,7,13413.10025
3.6322958,3,13417.67216
3.897819,22,13423.67536
4.4785104,5,13424.79817
3.9106379,5,13436.31843
4.652274,11,13438.56532
3.168043,14,13440.51846
3.9146214,3,13445.58769
4.031359,10,13445.58809
3.179113,2,13445.58829
4.5941396,14,13450.4651
4.138034,11,13451.23438
3.5373235,5,13455.43251
3.0597987,23,13456.20103
3.5158622,6,13456.20133
3.6140356,5,13459.67317
3.583041,8,13460.05184
3.9976778,3,13468.92474
3.5487974,11,13474.52634
3.8670583,12,13482.1179
3.1266115,9,13483.13962
3.841123,20,13487.35325
2.9063659,6,13488.3467
3.8189168,10,13491.4566
3.9238424,52,13496.96146
4.0193477,2,13500.29726
4.381007,7,13508.08502
3.4037294,32,13508.08526
3.013477,4,13512.68423
3.3652081,14,13514.55098
3.531146,8,13517.33319
3.4216676,18,13520.65137
2.8759654,2,13521.66641
2.983676,7,13525.39697
4.023721,4,13527.95423
4.1749425,34,13543.67856
4.194503,17,13543.67894
4.0386896,15,13554.58138
3.7518728,10,13555.10589
3.5402777,15,13562.51373
4.500014,11,13562.51413
4.2027464,24,13564.27003
3.5519247,2,13565.9684
3.6418417,5,13572.91253
3.503103,5,13572.98624
2.426057,4,13573.38068
3.3834486,3,13577.59825
3.0166929,1,13586.91749
4.357529,6,13590.83957
2.8565338,27,13592.19159
4.2539325,13,13597.40742
3.4448915,8,13598.74217
3.820569,2,13599.06357
3.4792511,4,13599.24908
3.4171414,5,13603.44151
3.7124836,3,13603.4419
3.2824097,1,13605.11397
3.9819217,30,13606.98199
4.494341,19,13614.3821
4.3263364,3,13614.38245
4.049393,13,13619.39542
4.878505,7,13620.03118
2.983482,1,13621.78841
4.1484466,31,13623.61531
3.4202368,13,13624.11183
4.011164,6,13624.11228
4.0347724,8,13624.38557
-0.102371074,1,13625.42241
3.948002,6,13635.44481
3.9372022,7,13640.12019
3.4353786,9,13640.12053
3.5476117,54,13643.62581
4.0045695,15,13649.44913
3.3660758,2,13649.44964
4.3032084,3,13654.46931
2.8319302,2,13654.69114
2.6132305,7,13654.69147
3.9669287,3,13659.39189
4.3587136,5,13659.3922
3.8070261,11,13667.89162
3.6148732,6,13671.04699
4.1554837,6,13672.53402
3.3835914,36,13679.54293
3.5702684,4,13679.96083
1.8065838,1,13679.96117
1.7063308,1,13680.74796
3.7251234,7,13682.07769
3.8623064,21,13691.18311
3.4744446,8,13691.89993
3.3162642,8,13695.98619
3.213604,2,13696.45825
3.5000842,9,13704.63067
3.3024147,2,13712.5153
3.853696,10,13721.61116
4.0879216,9,13726.65988
3.187655,32,13726.66016
1.4844503,2,13733.65286
3.259275,18,13736.64589
4.217958,5,13736.64625
2.9312298,1,13736.64664
3.9731238,9,13736.64685
2.9959838,2,13742.6306
3.4153185,2,13742.63108
3.8456092,3,13747.00772
3.9443462,5,13748.57749
4.204088,5,13748.57773
3.8090494,49,13749.36919
2.5114493,2,13750.09889
4.5168204,27,13751.57389
3.67167,5,13756.33894
4.5333066,5,13760.16552
1.6036671,2,13760.74657
3.5565996,10,13761.24211
3.4020362,6,13761.24242
3.1275225,3,13763.09517
3.1320126,3,13763.95626
3.688457,26,13766.84286
2.8211112,23,13766.84332
4.394006,4,13768.40449
2.1027017,2,13775.81005
2.4720833,2,13777.07056
3.7234707,7,13778.97373
3.0316453,42,13786.87876
3.71578,3,13789.40241
2.8654583,2,13789.40278
3.7637646,10,13789.40298
1.957843,1,13792.7755
3.7153065,6,13792.77596
4.041788,2,13792.89336
4.292445,14,13803.39755
4.3724356,6,13805.9248
3.257471,7,13806.33878
3.2045991,5,13806.33911
3.8282664,20,13817.84816
3.8325162,53,13821.042
3.3194234,20,13823.0148
4.0349417,8,13826.96155
3.498284,11,13835.23627
4.1239963,24,13836.61005
4.64519,16,13840.24811
1.6128103,1,13840.24854
3.8603406,4,13844.94463
3.956622,8,13846.25663
2.936207,13,13846.25714
3.2912822,15,13851.74245
4.1842217,8,13852.92996
0.423113,1,13854.33477
3.1667306,3,13856.78841
4.221085,5,13856.78882
3.5819101,12,13862.52981
4.070115,12,13865.02775
3.1969643,8,13870.44273
4.3682623,11,13873.45009
4.040367,5,13877.40355
3.4341557,4,13877.4039
3.4895303,3,13881.83417
3.9290855,4,13890.43357
4.1475205,36,13891.92936
3.8790555,29,13896.06274
4.452826,16,13896.3468
3.219134,5,13896.8523
4.0025177,5,13896.8527
3.1197646,29,13899.16844
3.5410614,5,13900.09746
3.1417856,3,13909.0235
4.084397,3,13909.65526
3.2170284,3,13909.65566
4.0266194,19,13916.3883
2.3160324,2,13917.98062
3.3952498,2,13917.98135
3.777643,15,13917.98161
0.38665634,1,13918.2967
2.438404,2,13918.57911
4.0726085,18,13922.35809
3.2510154,11,13935.21003
3.446029,8,13939.3148
3.9397693,16,13940.57559
3.2789228,1,13944.28607
4.1661773,15,13950.06154
3.647822,16,13958.48492
4.4725986,4,13962.28087
3.6429055,29,13970.8991
4.146185,3,13974.30072
3.8964772,17,13975.34894
3.6812565,4,13977.53206
3.9818625,23,13977.53245
2.3023486,1,13977.78314
3.890008,10,13982.33209
3.4847353,5,13983.15794
3.087895,2,13988.17926
3.943312,2,13989.02999
3.457561,21,13997.35762
3.7200317,17,14000.93363
2.952575,4,14006.20569
3.1399715,6,14011.26796
2.8421803,2,14011.26835
4.0466614,11,14014.8692
3.7102387,2,14015.78616
2.2846723,3,14015.78649
1.4859269,1,14018.83595
3.4767601,8,14024.49873
3.636364,5,14024.49907
2.3543692,1,14025.15503
2.9014778,1,14026.71085
2.256095,3,14027.00517
3.1445131,2,14033.92197
4.065583,25,14041.31503
3.4052625,33,14044.36765
3.4429908,13,14046.80333
4.4522038,13,14052.38627
3.8674786,14,14052.38666
3.7747407,7,14053.6295
2.773126,2,14057.37485
3.9001672,20,14058.51454
3.6929483,2,14058.51495
3.2617722,4,14068.88078
4.202269,28,14079.74544
3.2765214,19,14089.41555
4.411165,12,14091.01357
4.550941,7,14103.90609
3.5842016,16,14118.80907
3.490599,7,14124.51218
4.249216,10,14126.56409
4.523204,11,14126.56458
4.213332,2,14137.03451
3.6161973,4,14142.17571
3.397335,30,14144.29708
1.5885129,2,14145.58849
3.4887586,14,14145.58893
4.887401,10,14149.24487
3.6990967,5,14152.24103
3.1349156,18,14154.8662
3.9089196,6,14162.09858
2.9349957,1,14162.35828
3.805791,17,14166.37662
4.5061994,9,14175.07367
3.8943992,4,14175.38547
3.5451617,2,14178.03244
2.029505,2,14178.49291
2.960006,2,14184.27827
3.1509037,14,14188.21595
4.5600653,14,14189.53858
4.4984055,18,14192.64792
3.5720983,3,14193.68363
3.7572095,4,14194.76165
2.0223894,1,14197.26369
3.214494,6,14203.34338
3.7028842,52,14208.05651
2.6614447,2,14208.69155
4.4638853,7,14208.69197
3.3764012,6,14209.11497
3.1942654,4,14215.90567
4.295089,25,14217.36305
3.0793726,65,14221.17264
3.948911,4,14225.5331
4.493339,7,14225.53348
2.3376908,2,14227.62413
3.7034461,12,14230.42315
3.8445952,5,14233.16378
3.7624195,10,14236.39573
4.267011,6,14236.39611
3.9943147,23,14241.02696
2.2591507,3,14243.04368
3.313872,6,14243.04403
3.0436053,3,14247.72904
3.5732677,7,14255.93069
4.370858,8,14261.11005
3.7690926,17,14265.90404
2.980667,19,14271.01093
4.1480856,6,14271.47669
3.3158028,11,14274.65207
3.5703278,4,14276.37636
2.8460245,2,14284.08086
4.074547,19,14286.87021
1.8221912,1,14288.96417
4.462658,7,14290.84023
3.102557,7,14293.23032
3.8717968,7,14293.54003
3.9641583,4,14295.35622
0.7836319,1,14302.26197
2.5178285,1,14306.26889
3.3953626,14,14308.18614
4.6344223,7,14313.74629
4.134578,3,14313.74662
3.7292569,4,14319.20057
3.2917616,8,14320.54322
3.7756128,31,14325.10205
3.7109632,5,14326.91561
1.595938,2,14327.30605
1.3796791,1,14327.33616
4.069184,10,14332.09523
2.927925,38,14335.84702
3.5910368,9,14335.84769
3.8923855,8,14337.74696
4.031478,3,14346.39531
3.0680187,4,14358.27111
4.212807,2,14358.2715
1.401326,1,14358.61997
4.7036014,8,14360.31147
2.6185853,2,14361.94341
3.8627915,7,14361.94377
4.321652,33,14364.21663
3.567064,50,14366.53029
3.6074116,11,14366.53083
3.8867223,4,14374.7616
3.9889798,16,14377.96407
3.4616206,7,14379.5506
2.8374176,69,14386.55934
2.0616465,2,14387.46053
3.8823442,10,14389.848
3.6457417,2,14390.96708
3.7176092,2,14394.44003
3.2082095,5,14394.4404
3.588301,4,14398.86416
4.162219,8,14402.09924
3.971361,10,14402.09998
4.035989,4,14407.32177
1.6533135,4,14409.67853
3.3907187,30,14414.98512
2.7964745,2,14418.69723
3.0429387,9,14421.63009
3.8626928,15,14422.26596
4.643998,11,14423.37064
3.9670367,4,14431.10074
4.330254,7,14434.5778
4.3886156,3,14434.57821
3.2073221,35,14436.07837
2.911691,1,14436.88187
3.5510411,21,14436.88218
4.1256595,5,14438.27833
2.0453732,2,14441.97319
2.622881,1,14446.37014
3.9366646,11,14446.37064
4.3053274,18,14450.2444
2.2998784,1,14453.65729
1.5684348,1,14455.10509
3.2772121,3,14459.97769
3.7196617,5,14459.97807
2.6372643,2,14468.24005
4.7831907,8,14484.91056
3.0889053,5,14484.91092
3.2895625,40,14493.71109
3.6859965,9,14494.76874
3.7901301,12,14496.11463
3.33152,3,14498.27864
0.0666783,1,14498.27897
4.0210114,4,14500.73326
4.548994,10,14501.11634
2.1337368,2,14501.16778
1.2922705,1,14501.16815
4.4448986,2,14502.81397
4.22637,3,14502.84551
4.0831604,4,14511.30015
4.1668944,5,14511.53966
4.0193753,20,14521.02678
3.8932002,4,14522.55692
3.4233372,25,14525.06735
2.8628006,3,14525.06776
1.431618,1,14526.18738
3.6644967,3,14528.49451
4.406839,10,14529.05716
3.9320555,15,14533.78216
3.6325428,30,14534.0606
3.3331213,13,14538.75327
3.1133342,5,14538.995
1.4840087,1,14538.99555
1.9808716,2,14541.96198
3.7218957,2,14541.96227
3.3720348,4,14545.13012
3.6752877,6,14546.36042
2.869408,2,14546.36082
3.550969,33,14547.29003
3.286956,8,14547.94634
3.9735267,6,14559.76228
3.1673365,1,14562.70259
3.4224746,11,14570.68904
3.2723684,29,14571.44032
3.740482,9,14571.66825
3.4889748,10,14578.77309
-0.005,1,14579.60632
3.6476603,6,14579.79132
3.5786521,15,14579.79166
3.2563107,5,14585.25508
3.4864206,2,14585.25542
3.5988333,10,14589.65254
3.1723323,2,14591.48918
3.132794,4,14598.63088
3.967017,2,14603.43417
2.4854426,1,14603.43457
3.9444602,8,14611.05161
4.2081003,6,14612.62518
4.2780595,8,14612.94556
2.9254472,20,14614.44919
3.3228414,2,14621.57504
3.8324406,7,14621.57541
3.8897028,5,14622.88229
3.5322988,3,14622.88267
4.5041914,2,14623.54203
3.2356358,5,14623.81821
2.7482793,4,14624.7415
3.0628822,3,14634.0842
4.500391,7,14640.5007
3.5642784,3,14642.83229
3.1115892,32,14647.61886
3.4146256,57,14654.30954
2.5131705,1,14660.72315
3.671416,7,14661.0779
-0.005,1,14661.41805
4.3522635,5,14665.13573
3.8847523,19,14665.87305
3.7720494,23,14667.16457
3.4999828,4,14667.16496
3.379634,17,14668.1572
-0.18036543,1,14670.9099
3.0863476,2,14677.74902
3.0761287,9,14685.46622
4.049122,6,14692.26896
2.586313,1,14692.26933
4.0908465,8,14692.26953
2.771096,51,14693.66951
3.0052652,3,14699.8488
3.6194534,3,14705.79899
3.8078837,3,14708.03732
3.6904588,12,14709.49799
3.7221801,2,14715.82867
4.190043,13,14725.59231
3.0679107,44,14729.88437
3.7970595,15,14736.87068
3.0784194,26,14737.01457
3.2033203,51,14737.78051
2.8823934,3,14740.21337
3.0896547,3,14749.31951
3.4711473,5,14751.6438
3.7055612,12,14751.64419
4.5205503,26,14757.77002
3.3659146,7,14758.16058
4.3989835,11,14769.22529
2.9984694,24,14769.57276
3.142353,1,14772.85379
3.9622805,6,14777.80439
3.9129927,14,14788.94025
3.1321092,4,14790.66186
4.048098,3,14790.6622
4.422871,9,14793.30716
3.7007449,11,14794.80794
3.7513466,3,14799.41205
3.0654685,3,14799.41253
4.032958,5,14811.02455
3.4138536,51,14812.77451
4.2434473,7,14817.31214
4.3237414,27,14819.75031
3.3179243,3,14826.92418
3.738794,34,14836.26858
4.359333,13,14841.3181
3.7708747,45,14847.12265
3.7366412,14,14848.33291
4.040925,10,14850.41273
3.2023256,25,14854.25929
3.3560457,5,14854.59787
2.6090257,2,14854.59818
2.626228,7,14854.59859
2.7859814,1,14856.5829
2.366661,1,14856.58327
3.500396,4,14857.89294
2.618531,3,14857.89328
2.9823294,3,14858.14069
3.219424,3,14858.63126
3.4819508,28,14860.95707
3.288313,4,14867.66359
3.899602,14,14872.35969
4.2686667,10,14882.2426
3.681199,6,14883.94321
3.5175421,2,14888.63837
3.3459327,4,14907.75981
3.0517752,18,14913.29397
0.0882964,1,14913.49055
3.3272996,14,14924.27408
3.8853486,3,14924.27446
2.7994843,22,14924.63678
3.582343,28,14926.22713
3.3767338,5,14928.93257
3.483154,22,14947.91297
4.244185,5,14947.91339
4.020202,58,14950.98864
3.6799977,10,14952.5706
3.256212,7,14955.41313
2.959988,2,14960.09323
3.1903641,3,14960.09362
3.9583893,3,14969.72464
4.0743904,25,14979.73466
4.516308,7,14982.94015
3.3117938,5,14983.09085
3.5640526,22,14983.09117
2.7523706,28,14983.09138
4.667731,8,14985.32358
3.6358836,2,14985.72898
3.2911773,3,14985.72934
3.5260825,43,14990.53586
3.9924972,32,14999.21049
3.223512,4,14999.45585
2.9498432,2,14999.45643
2.9214272,4,15002.82347
0.42533877,1,15009.70087
3.041522,8,15015.59052
3.5808127,5,15016.87626
-0.005,1,15016.87663
3.7933533,8,15022.53326
3.8600643,8,15022.78852
3.4472902,5,15032.06287
3.364758,22,15037.16186
2.0048249,2,15045.75193
3.728912,8,15047.02373
3.3109102,15,15052.08485
3.837899,13,15052.79888
1.340771,1,15057.02519
3.1355553,5,15062.53738
4.143852,5,15063.84209
0.5634262,1,15064.08825
3.5716715,21,15075.06174
3.777855,11,15076.85743
3.509339,16,15081.95679
3.6465554,7,15084.20042
3.2816248,2,15084.20078
4.1909685,3,15091.73282
3.2823236,58,15092.5563
3.884376,9,15097.31702
3.653777,18,15101.13714
3.5501773,2,15101.43885
2.2000842,1,15101.43934
3.7051594,13,15107.02225
3.8993082,28,15112.62394
3.8396442,2,15115.73691
2.564921,1,15117.34005
3.5028937,4,15117.91172
2.7373672,10,15117.91211
2.29806,1,15121.46653
2.533244,1,15121.46689
4.379792,5,15134.45944
3.6433156,19,15134.4598
4.0130177,8,15135.83897
4.2699165,2,15137.65568
3.1276677,32,15138.85569
3.360809,33,15138.85624
4.0600142,9,15143.85405
3.1275518,5,15146.10493
4.2102757,8,15147.55852
2.807892,2,15149.60129
3.193547,3,15149.99947
4.135739,6,15153.91399
3.453565,2,15154.43459
2.971049,3,15168.17653
3.786368,24,15168.17826
4.098592,9,15172.26259
4.4739647,24,15177.90493
4.007246,4,15178.9607
4.0105596,9,15180.07394
3.6511729,11,15194.65841
2.709497,8,15194.65879
3.9314153,11,15202.25793
3.5401664,2,15202.39816
3.6115072,8,15206.42505
3.1766577,13,15210.89317
1.1664214,2,15217.17416
4.1111236,3,15218.64163
3.9265747,6,15220.91521
3.0432987,2,15227.05608
0.5661863,1,15231.64786
4.178614,8,15231.85283
4.1198626,11,15232.9265
2.8237355,88,15236.9444
4.093703,4,15247.48816
4.1156754,5,15252.20469
3.9926238,23,15253.9635
3.0945847,2,15258.65385
4.427883,5,15264.5131
3.388473,30,15271.07234
4.503242,2,15272.67988
3.3388774,73,15274.32656
4.1238017,18,15275.28573
1.9274528,2,15275.49942
3.1388164,11,15275.49981
4.410689,5,15290.75264
2.3266203,8,15292.05445
2.3106492,3,15292.0548
3.1960568,39,15293.99073
4.085565,15,15296.16633
4.1464467,16,15304.15854
3.9786642,34,15304.15884
3.5888946,4,15305.08797
3.9344046,13,15305.08834
4.081567,4,15305.08869
4.3385286,26,15314.42195
4.457231,8,15314.42229
3.7615037,6,15317.68184
2.6587029,1,15320.4712
3.545371,5,15320.63985
3.3963857,2,15321.01968
2.3369777,1,15321.02003
3.340502,6,15321.02023
4.601403,3,15322.33243
3.351409,3,15322.33277
3.8985863,11,15326.49559
4.1502576,4,15332.18097
1.2148393,1,15332.51108
3.5313938,4,15332.76966
3.3889873,4,15339.42168
3.2129166,12,15339.42211
3.562618,10,15339.78308
3.8895354,6,15356.41853
4.192609,6,15361.38756
3.1432273,8,15362.73017
3.1103983,32,15363.76115
3.4287813,12,15366.95421
3.2909741,4,15377.74964
3.9098146,5,15377.75004
3.8904831,7,15378.02115
4.2393355,16,15391.23526
3.1235297,6,15391.58767
3.2869406,18,15392.06097
2.0008261,2,15396.27895
3.516324,23,15396.27932
4.4238567,28,15400.89953
2.9369702,16,15402.72921
3.8767614,3,15404.43323
3.172029,13,15405.81685
4.2957163,13,15410.93583
3.6129816,4,15418.39495
2.4711006,2,15418.39532
4.7188034,7,15424.1888
4.5812435,23,15424.18937
3.2175841,2,15429.28581
4.14762,5,15429.28615
2.7134933,3,15431.47549
3.610476,9,15431.70732
3.8481379,8,15435.5983
1.6559691,1,15437.59502
1.7414206,1,15439.26622
2.80127,6,15439.26669
3.1694603,2,15442.24166
3.2203176,47,15444.90334
3.6763735,6,15451.86782
3.6749976,6,15452.06467
3.27717,4,15452.06507
4.0546026,10,15456.56967
2.8355608,2,15456.634
2.3320615,2,15456.6343
4.5218086,11,15456.68058
-0.072422944,1,15460.2172
1.0641402,2,15461.11967
2.946452,2,15465.69006
3.1100986,34,15465.97263
3.6273785,18,15465.97301
3.743044,4,15465.97323
3.5346255,32,15471.1887
3.382168,6,15471.37549
3.1211472,5,15478.15706
3.8290908,7,15488.69722
2.886113,7,15488.6976
4.1565895,13,15490.72299
4.135624,4,15493.67992
3.793966,13,15494.89656
3.996358,3,15501.01405
4.029685,5,15501.01492
3.5209117,14,15502.6435
4.136168,7,15502.82999
3.94422,6,15503.57506
2.2556293,2,15503.65857
3.0940623,3,15503.65893
3.561339,2,15505.88813
4.259003,5,15518.06218
3.6069376,12,15518.67463
2.4543047,1,15520.93157
3.731373,12,15523.99835
3.3916419,17,15541.06973
3.6570504,20,15541.07011
2.554539,2,15542.93358
1.4415042,1,15550.41465
3.3338344,9,15550.41506
1.7516301,2,15550.85983
4.213774,8,15556.9397
3.5374804,31,15556.93998
3.997707,6,15557.97204
3.7937977,3,15557.97261
3.3641627,2,15558.2349
4.6837077,14,15561.60796
1.508589,1,15562.22948
3.7734904,4,15569.83457
3.8029046,20,15570.13277
2.213841,6,15573.85909
3.5264835,38,15575.61337
4.135093,4,15576.61604
3.454534,22,15576.61642
4.3556433,7,15591.14678
3.973176,18,15591.1472
4.0332203,4,15593.15796
1.0708727,1,15597.57098
3.6487663,31,15605.07817
4.1594095,7,15607.00205
2.9217162,8,15607.59742
2.8113356,3,15607.97179
3.8168445,11,15620.94781
2.5376236,5,15621.2688
3.6316361,3,15623.18098
4.197053,14,15634.039
2.6708708,20,15639.07927
2.984777,1,15641.35443
4.1311903,3,15648.87218
3.6259673,12,15649.77773
3.85506,19,15656.65684
3.932415,11,15661.65132
2.9186904,4,15666.34335
3.879228,17,15666.3439
3.8871481,11,15667.91663
4.0595784,4,15677.88442
4.0558796,8,15680.57024
3.3923407,34,15695.19068
3.921562,12,15695.41215
3.7578807,42,15696.03888
4.022549,31,15708.21184
4.019844,17,15711.51086
4.208853,3,15719.83225
3.4465382,6,15720.50545
3.2310746,2,15723.99749
3.3249538,33,15723.99783
3.477985,9,15726.43096
3.497444,15,15726.43134
3.7438564,3,15727.05723
3.2327552,11,15727.05757
3.4704661,2,15728.74046
2.822537,2,15737.45806
3.4476838,7,15753.03409
3.8323207,10,15767.95968
3.5312893,13,15767.96113
4.132311,40,15771.13398
3.4655952,26,15771.38487
3.6848414,16,15782.09293
3.6162565,5,15782.82371
4.0639396,26,15785.06861
3.3302011,7,15795.89004
4.0230236,8,15795.89046
3.3500533,4,15796.1809
3.7197962,33,15799.54992
1.7698398,2,15803.4955
3.097665,4,15805.41347
4.0782285,10,15822.79431
4.8953705,5,15823.5744
0.5984891,1,15825.18867
4.2818356,21,15828.26228
2.7087889,30,15830.77414
4.1713605,3,15830.77463
2.4918451,1,15832.69339
4.188325,18,15834.30063
3.6303842,11,15837.89424
3.7806983,5,15840.72328
3.5790846,3,15849.93263
4.645648,18,15850.60807
3.8911288,6,15850.86648
4.156364,36,15851.82178
3.3720639,20,15857.57348
3.5254135,18,15859.48003
3.5784137,57,15859.48045
3.373715,2,15859.76985
3.322103,5,15859.7702
3.5554733,3,15863.83067
3.7057967,14,15866.08962
2.6846902,1,15873.14959
3.3588355,5,15873.14997
1.992487,3,15876.78777
3.618728,13,15890.34709
4.6152177,15,15893.22072
3.351115,5,15898.39938
1.3651106,1,15899.50924
3.1862524,2,15899.50959
3.107897,1,15901.89909
3.3495884,3,15911.1217
3.8446271,13,15912.66586
1.7550787,1,15913.8168
3.0445328,1,15916.52621
3.4706275,9,15922.4612
3.318579,3,15922.89679
4.0345535,17,15928.83002
3.717942,20,15930.34854
2.7356896,4,15933.92434
3.395181,4,15937.48955
2.768464,1,15938.10473
2.8450139,3,15938.10506
3.4217253,9,15940.30865
3.3907716,23,15946.50875
3.1553755,22,15948.51769
3.911975,6,15949.43052
3.0817208,56,15950.23396
3.2407646,4,15957.09575
3.5890145,14,15965.16532
2.5667098,30,15965.37396
4.086114,9,15966.08842
4.1742263,13,15980.74359
3.2010295,7,15984.91878
4.333668,5,15985.72559
3.5044792,7,15986.74462
1.9435735,2,15987.81998
3.5204592,37,15989.98259
