"#{""t_start"": 1766644727.1364343"," ""env_id"": ""None""}",
r,l,t
2.253459,3,3268.024769
3.2145953,38,3273.142467
4.189077,8,3275.153136
3.6969612,29,3276.985274
1.0123442,1,3279.224755
3.6893303,5,3285.493566
3.609524,34,3287.23922
3.3225396,7,3287.53202
3.6966624,8,3287.532318
3.3510966,3,3289.397929
3.4730995,16,3289.398291
3.617217,2,3291.883523
3.9549274,3,3292.909057
1.605657,2,3294.081538
3.0048962,2,3294.390746
4.313684,9,3294.391006
3.4753485,12,3295.673656
3.2431488,24,3296.238627
3.7834392,22,3296.827174
3.674253,11,3302.572581
3.9200213,5,3305.004081
3.8211257,12,3305.004399
3.490952,6,3306.984277
3.8491955,7,3316.790938
2.3203127,8,3317.835054
2.8872805,3,3317.835403
3.056155,9,3318.311131
3.6658792,6,3319.112201
3.3447814,4,3319.454454
1.7202836,1,3319.454772
3.088178,3,3320.854475
4.0447216,7,3320.854854
3.7129142,12,3322.679696
0.39503226,1,3325.019475
2.422318,1,3326.111043
3.8391745,5,3326.111494
2.3825817,1,3326.375768
2.9821744,4,3326.376069
0.3876105,1,3326.376246
3.9990835,1,3332.418963
4.803461,3,3333.098755
2.9345188,4,3333.452626
3.4078703,31,3334.117079
4.499069,8,3334.693772
2.846407,3,3337.707221
3.218614,2,3340.983831
3.9672139,5,3341.56267
4.3553624,4,3344.97488
3.3183758,4,3347.02957
4.0692515,3,3347.029904
3.001815,6,3347.342081
2.431438,2,3347.342402
2.7371218,2,3348.272177
1.2237012,1,3348.272515
0.6244475,1,3349.113901
0.22719903,1,3349.114219
1.696487,1,3351.795105
3.1184785,24,3355.46217
3.5557165,11,3355.46247
3.6604004,5,3356.436657
2.7392945,3,3358.235524
-0.005,1,3358.235871
4.3937306,6,3359.028064
0.35370478,1,3359.028392
4.3360267,6,3359.666826
4.446323,4,3361.80842
0.4892128,2,3361.808791
3.1663523,2,3362.222698
2.8687477,1,3362.570192
1.7962945,4,3362.570518
2.4405646,5,3362.875055
0.8035846,1,3362.875349
3.9274008,27,3366.888887
4.3052344,4,3369.035397
3.2502441,7,3377.211664
2.593239,2,3377.767891
4.876681,17,3378.106247
4.0741744,3,3382.912552
2.9808102,5,3384.201613
4.1908712,21,3393.257279
3.052329,44,3393.699975
3.6520038,11,3396.200886
4.066409,4,3399.097925
3.7995853,6,3399.449358
0.58703196,1,3399.449816
3.4426656,14,3401.429794
0.44227713,1,3401.758729
3.0510635,3,3401.9572
2.3140445,3,3403.057511
3.5919347,5,3403.057865
2.7739787,2,3403.058048
0.31751737,1,3405.539091
4.4255247,10,3405.946112
4.326769,20,3408.597923
2.7501779,1,3413.260589
3.7916913,6,3414.550255
3.3773496,5,3414.550608
2.909703,18,3418.321553
3.6416674,1,3429.628616
2.3780313,1,3429.629035
3.3545053,8,3429.853897
3.7722332,20,3429.854234
0.25346023,1,3429.854571
3.3746316,4,3430.667572
1.2480953,1,3430.818119
2.6535459,1,3433.589028
3.7840273,5,3434.059941
4.1964064,12,3434.060255
1.4920408,1,3434.340494
3.002826,3,3434.340856
4.663479,9,3438.98699
4.2215652,17,3441.531288
3.836621,5,3442.846069
3.1782312,3,3442.846494
4.1448793,5,3442.846683
3.7535074,52,3444.155571
3.5688403,57,3445.229917
3.2621024,5,3445.230174
2.9759183,2,3447.725601
4.136594,4,3447.812739
3.06133,2,3450.437138
3.3169146,8,3450.784183
0.6696472,1,3450.784497
3.6139553,10,3456.430119
4.13632,30,3457.840629
3.2527266,7,3458.712805
4.0462832,3,3461.97033
4.1352515,5,3464.900336
3.4175167,3,3464.900706
3.752989,10,3464.900865
3.9372737,3,3465.162139
1.6166722,2,3467.218981
1.3386112,2,3467.219304
2.5660436,1,3467.219498
3.7974858,11,3475.14238
2.8972769,4,3479.457594
3.7301235,9,3480.14107
4.6322,22,3483.529857
3.8600302,4,3486.870204
3.5958867,7,3489.787683
3.9834044,11,3489.788091
4.0627007,12,3491.495761
2.4559631,1,3493.222513
3.3619637,37,3499.830769
4.7559285,19,3501.278716
3.6605349,18,3501.837806
2.7442603,3,3505.684895
3.142962,46,3505.685171
3.5537374,3,3506.490762
2.8875523,7,3508.481575
3.7236066,9,3509.022306
2.5779448,2,3509.643935
4.032987,23,3513.371892
4.003835,7,3515.659041
3.1899137,13,3518.003605
2.513925,2,3518.731918
4.1642485,7,3522.262826
4.1279583,2,3522.455055
1.3155524,1,3522.704407
3.8093464,13,3524.273256
3.7147448,7,3525.271216
3.990194,4,3526.650693
3.095364,3,3529.866481
2.56899,17,3529.866802
3.2247126,31,3531.354743
4.1706076,5,3534.673898
0.6708649,1,3534.674209
3.9759688,3,3537.152577
2.627846,3,3538.020279
2.329567,1,3538.909876
3.256671,5,3538.910216
4.0136156,17,3542.265773
2.1909058,1,3543.581998
3.7369165,6,3550.266407
2.8055384,2,3551.443779
2.82828,3,3551.444117
3.9794292,6,3551.444314
2.6688857,2,3552.608063
2.673098,1,3552.608503
3.6725683,3,3553.267307
3.0801709,2,3553.267615
-0.005,1,3553.600841
3.7010627,3,3553.601174
3.6975992,19,3555.20059
4.079811,18,3557.606345
3.488792,2,3564.445999
3.6386354,6,3564.446301
0.41844106,1,3565.579556
3.1701455,1,3565.579903
3.1557703,4,3570.905183
2.3470352,1,3570.90559
1.4213135,2,3571.178462
3.6842859,12,3575.39102
3.6334734,9,3578.594289
3.5519173,4,3578.594702
4.1136484,7,3582.199807
3.5541196,5,3585.378459
3.6062236,7,3585.685082
3.772434,3,3585.685377
3.4677384,30,3587.67978
2.0577314,2,3591.146285
3.3058262,2,3594.4377
3.7540307,18,3594.638441
4.0354023,12,3594.638752
3.0371175,30,3595.914822
2.4029217,1,3599.157938
3.8251321,29,3601.49236
1.4567995,1,3602.384593
3.0854723,1,3605.330144
3.8811226,9,3605.330468
3.3072839,5,3606.109686
4.2097,8,3611.008501
3.033104,30,3611.499308
3.4590716,3,3611.572623
3.6469405,2,3612.144459
3.532304,8,3612.144728
3.2733018,4,3615.855543
2.9747546,3,3615.855873
2.2766929,1,3618.247559
2.2235582,1,3618.247874
3.7556345,5,3618.694879
3.373954,5,3622.329893
2.804208,1,3624.525404
3.4397154,12,3624.5258
4.1050906,31,3626.739362
3.3316305,5,3631.15112
4.118684,13,3633.040226
3.2852125,31,3633.174851
3.2733765,4,3639.029096
3.2624528,7,3639.029494
3.290297,2,3639.111277
2.8894289,1,3639.350362
3.1999516,7,3639.350673
1.2837018,1,3639.350877
2.306226,1,3642.998109
2.9310398,8,3642.998464
2.1455843,2,3643.939031
0.28519458,2,3643.939351
2.4193203,1,3643.939539
2.1086564,2,3645.805716
3.5216396,2,3648.229823
3.817421,12,3648.765653
4.106334,14,3651.394007
3.1138113,1,3654.8801
3.5245361,8,3656.368817
4.0343833,3,3657.025449
3.853441,5,3659.202842
3.6114638,5,3659.203173
3.4721608,5,3667.616123
3.9904838,7,3668.59146
3.4241877,3,3672.959853
2.730608,2,3672.960216
2.7752926,3,3672.960433
1.4111836,1,3673.321143
2.4425187,1,3673.321855
2.894384,1,3674.714576
3.8230138,2,3675.524575
1.6062745,1,3676.232923
2.5891817,1,3676.762157
2.342236,3,3676.762478
2.897664,9,3676.762655
2.9354088,4,3677.25938
3.9567583,11,3679.311448
3.9642246,2,3679.31175
2.7239451,25,3679.861139
3.6871526,3,3680.356462
1.2936274,1,3680.356833
1.3721144,1,3680.706837
0.59761953,2,3683.555719
1.3373351,5,3683.556018
3.595026,5,3683.556366
3.2008781,2,3683.729365
3.501354,45,3688.92584
4.2931933,4,3690.042953
4.1127543,5,3690.043303
3.6500952,5,3690.043475
2.7893016,1,3692.838705
3.3008192,5,3696.859862
2.0777216,2,3700.0445
2.5508761,2,3700.044828
3.709727,3,3700.3928
1.7485666,1,3703.541036
3.8335137,36,3706.765975
3.4703937,2,3708.584292
4.055845,13,3710.316092
3.5183337,3,3712.22658
3.5470603,2,3714.583855
3.6444468,12,3720.578738
3.2638814,6,3725.047486
3.1827252,2,3725.047853
3.721317,6,3725.048067
2.3088968,1,3725.523197
3.9672391,21,3726.678446
2.657555,2,3728.823307
3.1676726,3,3728.823652
3.9903345,3,3729.046669
4.080621,2,3734.895497
3.0283806,2,3734.89584
4.224924,6,3737.997089
2.173918,1,3742.032779
1.6323974,1,3742.033124
2.536183,1,3744.362868
3.7062006,4,3744.728974
2.6685712,1,3744.729326
0.66094255,1,3746.43944
3.248683,40,3746.995886
3.833037,8,3747.980672
3.841875,5,3749.275978
3.188149,3,3749.27628
2.105318,2,3749.412136
3.1455371,26,3749.63011
1.9499253,75,3757.877877
3.5907562,4,3758.698869
3.8617253,2,3758.699238
3.4009614,3,3758.880763
4.119369,9,3758.881081
4.2044287,44,3761.273207
2.0735588,1,3761.998363
-0.005,1,3761.998719
4.1686335,2,3761.998931
3.569629,2,3764.256921
3.2580721,2,3765.10859
3.555143,10,3765.108855
2.59184,2,3765.506061
4.0758495,18,3768.222455
2.9838402,2,3770.896138
1.6960247,1,3771.414438
4.177219,28,3771.509155
3.3755753,1,3773.465008
4.579669,10,3776.364825
2.757234,2,3776.36517
3.9801364,8,3776.681052
3.7826898,3,3777.244162
1.619561,2,3777.244489
1.699067,1,3782.746622
1.7061995,1,3784.642431
3.4614086,12,3784.64271
0.4361327,1,3785.115769
3.5104465,6,3785.834174
3.5259373,10,3786.32942
3.854731,5,3789.064774
3.326348,8,3789.065125
3.67544,2,3789.828997
2.7981658,4,3791.54031
2.7600296,1,3792.581538
3.4507353,4,3792.852158
3.7909477,2,3792.852485
-0.005,1,3796.694042
3.4225497,11,3798.474859
2.332452,2,3801.432987
3.6158013,4,3803.105132
3.659975,9,3804.988466
3.2617989,18,3805.180168
3.5421133,16,3805.180512
3.7340498,4,3806.608602
4.1906037,9,3812.850475
3.202897,5,3815.577715
2.882074,3,3819.897367
3.5207105,7,3819.897783
3.7664363,6,3821.840745
3.4716277,26,3826.536126
3.3731182,15,3828.164488
3.9426749,2,3830.460369
3.2184675,49,3833.616199
4.0265584,11,3834.84819
3.6302598,10,3839.234881
3.3577936,12,3841.641634
2.8890395,5,3841.845439
3.1709645,4,3841.845756
3.334271,9,3847.324832
2.4109263,2,3847.325163
3.2565768,12,3849.095977
4.114985,11,3849.646945
3.3043425,26,3849.647233
3.9849513,4,3849.902702
2.292974,1,3853.627627
3.443041,4,3857.328566
3.670677,3,3861.018241
3.5415304,5,3861.018601
3.6591725,4,3861.511842
3.7575288,24,3861.67903
3.833832,9,3865.046512
3.4425886,2,3865.370192
2.339004,12,3868.003874
3.6327655,3,3868.004226
3.5634768,4,3868.004444
3.2672355,2,3868.291342
3.7900302,14,3869.484014
3.5127249,2,3871.252722
1.3874271,1,3871.423359
2.0762274,2,3872.760485
3.4196064,20,3874.459366
3.223262,3,3877.601672
3.8208945,5,3881.34084
3.6924334,7,3883.046054
3.8348172,14,3885.891665
3.1648433,1,3885.891927
4.4245253,6,3886.150949
3.9213064,14,3888.810784
3.7184558,45,3889.656166
3.0437996,12,3889.929223
2.8110237,9,3892.83455
1.6819003,1,3895.085592
3.0647562,3,3895.457039
3.5179548,3,3896.93209
1.2053117,1,3902.013199
3.9666355,32,3903.647699
2.860833,3,3906.114919
3.8114054,12,3906.382179
4.690612,8,3906.382523
2.7505927,1,3908.356604
4.471143,13,3911.69546
3.2468948,12,3911.695739
3.624869,6,3915.027037
1.1631652,2,3919.164228
4.217929,3,3919.332619
2.9821072,4,3920.558045
3.6831095,4,3921.133881
2.7898743,2,3921.134253
0.81808805,1,3921.299493
2.6369846,1,3921.825851
2.3750074,2,3924.522141
4.0596194,5,3932.450645
4.387113,4,3932.451969
3.3401392,3,3932.826797
3.241919,1,3932.827073
2.431449,76,3935.00337
3.3588092,15,3937.669303
2.6283278,3,3937.669673
3.8523512,11,3938.181529
3.399721,3,3938.594806
2.5029655,1,3938.595122
4.385247,3,3938.595313
-0.30829504,1,3938.595467
2.7039256,1,3941.7059
1.8750409,1,3941.706227
3.771292,3,3946.130532
0.13499486,1,3946.542562
3.0760975,2,3946.542884
4.1559334,2,3946.542995
1.4498177,1,3946.543071
1.5726225,2,3947.578617
1.2708132,1,3948.418804
2.731628,1,3948.419991
3.9788764,20,3950.919292
4.2468514,13,3950.930322
4.223213,15,3951.149871
1.4679571,1,3951.173839
1.5733232,2,3951.17418
3.2415726,3,3956.199394
2.833503,2,3956.19978
2.3387935,1,3957.12185
4.264701,10,3959.966062
3.3345432,5,3959.966359
4.3230085,3,3961.264484
2.7156992,5,3961.264863
2.8048456,1,3968.642667
3.7136886,2,3968.643038
3.5241952,31,3969.364805
3.9043336,2,3972.091314
2.8819063,3,3972.09166
3.4108295,4,3977.529919
3.876234,3,3977.530227
3.863535,3,3977.530386
3.8436944,7,3980.701689
4.519997,10,3984.324529
3.211944,5,3984.324787
1.8582448,2,3987.591106
2.5011003,2,3987.591392
3.8251069,2,3988.005072
4.4727545,8,3990.637616
3.807643,22,3990.880609
1.038643,1,3992.80927
4.548181,3,3992.809637
4.331206,4,3996.141203
4.3404784,35,3996.382618
4.1685686,2,4000.331578
3.4853482,9,4000.331936
0.83616006,1,4002.669871
2.7161975,2,4003.164735
0.2861785,1,4005.271077
4.1762714,5,4005.271425
3.02754,2,4005.27152
3.363882,32,4009.438731
3.808281,7,4009.438995
3.6367862,2,4011.218571
3.7246654,6,4011.218909
2.5835636,3,4019.78622
0.7680363,3,4019.786532
3.7069843,1,4019.786635
2.6055582,84,4021.118805
1.7247127,2,4022.842157
0.809893,1,4022.842649
3.6783986,2,4025.295336
3.755899,8,4028.626395
2.2519383,1,4030.83093
3.5706763,6,4032.951011
4.482804,5,4045.181002
4.089935,27,4045.456896
3.5802872,3,4045.560543
4.091608,10,4045.603655
3.5802438,48,4048.293061
3.7606943,7,4050.18409
3.4591618,7,4050.184418
2.7953165,2,4050.184535
2.1656747,1,4053.14796
3.7550929,4,4059.691897
3.5217192,4,4059.69223
2.6492083,1,4059.984276
3.5194654,9,4060.63431
4.358773,5,4061.17107
3.5841985,9,4061.17144
1.2888207,1,4061.411135
2.3934026,1,4065.310568
3.2848613,3,4065.310916
3.43469,4,4065.311064
3.5752277,2,4067.808245
2.136775,2,4067.808563
3.4018905,4,4067.808768
3.2920814,24,4067.924821
3.5538077,8,4070.4665
3.8333213,3,4071.281003
1.749121,1,4071.281362
2.8315103,1,4071.281547
0.6211495,1,4072.487794
4.4082713,7,4072.539479
2.6137176,1,4074.679282
3.8310137,4,4077.534548
-0.032244597,2,4079.24637
3.459404,6,4082.635813
3.0098639,4,4084.471384
3.5606637,4,4086.661861
4.186541,9,4090.719134
3.3668702,4,4091.214777
2.9687848,4,4093.702152
3.6054235,4,4095.529236
3.4743335,14,4100.302103
4.816302,12,4100.453115
3.9081848,4,4100.563292
1.7013652,1,4100.563616
2.4018226,1,4102.498966
2.5252476,1,4103.477221
3.4187388,10,4105.733865
4.404085,4,4106.045852
3.3767216,9,4107.28664
2.9453733,3,4110.479127
3.2286115,16,4110.479396
4.156469,3,4114.882735
3.4594417,6,4115.123266
3.2704813,38,4116.657088
3.041081,3,4121.441593
3.1362233,5,4121.441948
3.9371119,5,4123.703004
3.443731,57,4125.167319
3.6229043,7,4126.123551
1.5140214,1,4126.123892
2.8328953,1,4126.335892
3.03146,1,4129.736084
3.6622343,8,4129.891337
1.6677605,1,4130.224984
3.380987,4,4130.225292
3.151135,44,4135.65879
3.8548548,23,4135.938749
3.301129,52,4137.7182
2.9266617,2,4139.484998
3.76722,42,4139.485267
3.4324033,9,4140.086367
2.568302,2,4141.135394
3.0975072,31,4142.256859
4.2590446,9,4142.957002
2.9610784,7,4143.250994
1.970671,1,4143.573726
3.6092536,5,4146.995923
3.0207834,1,4147.286388
2.9585419,3,4151.766122
1.6864196,1,4152.958272
3.9565935,8,4153.871352
3.7625167,5,4154.605846
2.8919697,1,4156.800074
4.144529,4,4156.800405
3.6941595,6,4156.800589
3.0341196,1,4157.012349
4.106001,6,4159.407954
3.0113447,10,4159.40822
3.510599,5,4162.691262
3.2812302,5,4165.497568
2.863085,1,4166.448063
2.682855,12,4170.099005
3.509688,6,4174.018987
3.3582706,2,4174.348495
3.2165632,44,4175.05076
4.549347,6,4175.05106
0.7902153,1,4177.01203
1.8779422,1,4178.445302
4.3086395,6,4178.445643
3.4441445,18,4181.541135
3.7083998,4,4182.403409
3.702967,24,4186.556798
3.9593506,7,4186.600147
3.2926354,6,4186.601366
2.4618783,1,4186.881883
0.5025375,1,4186.882178
3.8343475,3,4189.157966
1.2365603,1,4190.162357
1.6727501,1,4190.450875
3.2172966,13,4191.510938
4.050894,8,4191.511169
3.4051058,6,4191.657254
1.9526635,1,4191.657593
4.436411,6,4194.166364
3.1559443,2,4194.9701
3.6676357,5,4196.751043
4.7037067,6,4200.484704
4.3679833,8,4201.826933
2.6091163,4,4203.605092
3.816435,4,4203.605475
3.9692564,3,4203.605705
4.1556892,7,4205.43904
3.539615,3,4206.051023
1.6048454,1,4207.047312
1.4091302,2,4207.047703
2.4018357,6,4208.219038
3.6635141,3,4208.398177
2.8632545,22,4209.19906
2.825951,4,4210.167595
3.4809213,3,4210.309811
3.406346,34,4212.545203
3.6250603,4,4213.635546
3.6212234,3,4214.39127
2.2367117,2,4214.39171
0.4200269,1,4214.697722
3.2569547,3,4220.011574
3.1059165,6,4220.391053
0.6068657,1,4220.391391
1.8799545,1,4223.782684
2.7989008,1,4223.783024
3.9159577,15,4229.240229
3.5974064,5,4231.283072
3.811191,21,4237.886408
4.1914253,11,4238.177933
3.4470873,6,4242.151382
3.8773057,5,4242.151699
1.7719439,1,4243.152287
3.6992724,3,4243.152617
3.1335742,4,4243.326201
3.1403475,2,4243.638797
3.1418262,2,4244.644918
2.119344,4,4244.868328
3.7209349,4,4246.475003
3.6763687,17,4246.544811
3.829476,9,4246.990196
2.6461449,1,4249.632664
3.1069624,17,4249.632896
3.6612365,8,4249.870332
3.1391532,4,4250.094276
3.541256,7,4252.949839
3.5357554,3,4253.752339
3.540868,28,4256.121778
2.9936774,6,4256.227292
2.3354905,1,4256.227914
3.896059,7,4256.228148
1.9207913,3,4257.133878
1.4458196,1,4257.134211
0.9687312,2,4257.438457
3.0659645,1,4257.438851
1.8881165,1,4261.654131
3.3062708,3,4263.5494
3.633786,5,4264.055578
2.2476623,2,4265.633978
1.2776992,1,4265.634305
-0.24334839,1,4267.746394
3.5186858,4,4267.746778
3.0261178,5,4271.064152
2.9576654,6,4271.064465
3.4078946,12,4277.795125
4.0678334,22,4282.666452
3.657803,8,4282.963107
2.2364354,1,4284.36497
4.308172,3,4286.093488
3.7539759,7,4286.093825
3.6212132,2,4286.094017
2.490848,2,4286.26297
1.8939141,1,4287.313062
1.8608596,1,4289.690842
3.9928272,16,4292.050588
3.740746,3,4293.559467
2.4867167,4,4299.680488
3.7114017,4,4302.57834
2.7550213,2,4303.108315
4.0734134,6,4303.108661
3.6680882,28,4307.514596
1.5664229,1,4308.002307
3.9009159,8,4308.303972
3.8959622,8,4313.846362
3.7226176,7,4314.411589
4.025712,4,4318.504396
3.3895388,3,4318.882655
3.822889,8,4318.883022
3.6291292,6,4319.206381
3.1071968,5,4325.281437
3.728477,1,4325.282006
3.7138064,3,4325.299759
1.8203093,1,4329.451033
2.6668766,20,4330.592473
1.9292996,4,4331.86688
3.2883754,2,4331.867247
4.0570364,6,4332.765002
2.111201,1,4333.63485
3.425584,7,4333.635154
3.111124,4,4333.635341
0.02967106,1,4333.98786
2.2428315,1,4333.988149
2.2207355,1,4333.988331
3.5334828,2,4341.122959
2.981539,2,4341.123286
4.101643,3,4341.570569
3.8390326,4,4344.859957
3.2268991,2,4344.861094
3.1145406,6,4344.861242
4.0641384,3,4349.852839
3.6315813,3,4352.979626
3.480156,32,4352.979897
4.258169,11,4354.812159
3.5646453,2,4355.360799
4.0492105,7,4357.986822
3.379675,2,4357.987154
2.9186516,9,4357.987268
0.49829647,1,4358.418813
2.8755906,1,4358.419086
3.3154936,49,4359.705868
3.9421594,34,4360.849571
3.7855213,10,4361.910199
2.5564423,2,4361.910784
3.1039443,3,4365.467902
3.585096,5,4369.492936
3.1030667,5,4370.009139
4.024088,23,4373.001218
3.399716,3,4374.046916
1.7030402,1,4379.276278
3.766479,5,4379.817805
3.5644517,6,4384.155488
4.53534,10,4387.194943
2.7549896,1,4387.663718
3.761684,4,4389.067403
2.2396436,2,4389.067721
2.8018546,50,4389.309664
4.0670104,4,4392.739811
4.2322526,6,4392.740167
3.3736086,17,4393.96899
3.9557488,5,4394.4933
-0.005,1,4395.041296
3.6525927,16,4397.151618
1.7404386,1,4398.513995
0.36106712,1,4398.732903
3.3974917,5,4399.657115
3.6113262,4,4399.657425
3.0760505,6,4399.951866
2.082644,1,4399.952152
3.5392416,3,4406.634843
3.8630776,39,4409.330026
3.3469665,20,4411.615955
2.9535632,3,4411.915339
4.024918,3,4412.254018
3.2492287,3,4414.220809
3.458842,7,4419.06798
3.8769324,9,4419.821375
3.0077288,4,4420.802001
3.639611,5,4420.802335
3.0034792,2,4421.590379
4.1856575,29,4421.872948
3.5316854,3,4422.888364
0.4456084,1,4425.282293
3.3969986,9,4425.282698
4.0630965,6,4427.321757
3.739942,4,4429.089871
2.5614424,1,4429.09025
2.7298944,1,4429.352142
4.0701795,6,4433.837838
2.2142265,2,4433.839323
3.5526712,6,4434.439138
4.0805855,11,4435.19375
3.865628,2,4436.775597
3.8059597,3,4437.749639
3.4402566,6,4445.023059
2.6846368,4,4445.023401
2.9676564,2,4445.527756
3.0291226,32,4446.141677
4.488673,9,4446.649435
3.231908,2,4447.031736
3.122367,5,4447.032002
3.1197114,2,4451.696291
2.991433,2,4452.210292
3.8648248,21,4460.011776
4.054539,5,4460.849783
3.90629,13,4460.95573
3.292095,21,4464.347588
4.4129176,3,4468.160159
3.5349874,3,4468.160497
2.9387705,2,4469.271629
2.383209,2,4469.78999
1.4419112,1,4470.738754
2.8467238,8,4476.942836
3.684416,5,4476.943173
3.1619034,8,4477.548683
2.4752824,1,4480.290348
0.5042347,1,4480.29067
3.3332918,5,4482.795175
4.4462366,13,4483.04673
3.517999,4,4483.524357
3.2171202,1,4483.524588
2.8719451,29,4489.495443
2.5420804,3,4489.688364
4.22618,10,4491.576286
3.4757144,3,4498.031617
2.940151,3,4502.383666
3.0332694,1,4503.96036
0.059996527,1,4507.320015
3.4990249,4,4507.320352
3.7912354,6,4510.889936
3.9139907,8,4514.518186
3.4087486,4,4514.564029
4.003985,10,4518.831756
0.625563,1,4519.779167
3.9770155,6,4520.198581
2.207036,1,4520.744931
4.222411,10,4520.745224
3.6730883,15,4520.745367
3.4462423,3,4522.131332
2.3843513,4,4525.056948
3.1598723,6,4525.057299
3.5208602,32,4526.476174
3.3498247,4,4526.850379
4.1579885,4,4531.555951
3.8874187,25,4532.912376
3.3305857,5,4542.189925
4.0394316,9,4542.190305
2.77776,1,4542.190699
1.3991042,1,4543.038894
1.0337195,1,4543.039265
2.629808,2,4550.073128
3.5103593,4,4553.348071
2.5934558,1,4553.348423
2.908768,1,4553.65669
3.627359,11,4553.657024
3.8719983,11,4555.259515
3.1951706,26,4555.970342
3.9024086,2,4558.238124
3.058236,1,4558.238447
4.021231,16,4559.881205
2.8215687,100,4561.286144
3.7958255,7,4561.627584
3.5226617,2,4561.627933
3.5261335,3,4562.916547
3.7079942,4,4562.916849
2.0601046,1,4562.916955
4.215203,2,4564.525819
3.1597226,1,4566.142555
1.4983158,1,4567.194569
0.48268193,1,4567.194937
-0.11535393,1,4567.535089
4.227147,3,4567.535396
2.6875463,2,4568.525437
3.8300602,18,4571.173343
3.2794108,5,4571.781619
3.6301916,3,4572.530033
4.0161242,52,4572.752224
2.916894,1,4576.512444
3.8245986,2,4579.007945
3.616069,3,4580.612852
2.583106,1,4580.613652
3.2090065,4,4580.614418
4.1266823,4,4585.533863
3.4649477,30,4585.534173
1.6224484,1,4589.547645
2.3550813,1,4591.189252
3.5989342,5,4591.18958
2.8791618,1,4591.189776
2.2135673,1,4591.563022
0.40817314,1,4591.563339
2.471082,1,4597.03396
3.2466583,4,4597.278904
3.9061816,3,4598.313907
0.46276432,1,4598.635921
4.0111394,2,4598.636252
2.4557624,1,4599.464823
2.240006,2,4600.389532
3.434662,8,4604.34281
2.434997,4,4612.322711
4.3166566,7,4615.751708
2.8016632,37,4617.852145
3.6282651,3,4618.054934
3.453651,8,4618.055265
3.7071083,12,4618.055458
4.1085835,2,4625.97838
2.5605283,1,4627.829804
2.3233488,1,4628.451473
3.2731814,7,4628.451875
2.7927659,1,4629.479291
2.5366976,2,4629.479655
3.5738668,15,4635.440293
3.8696914,19,4638.327101
3.0040011,24,4638.327356
4.048179,2,4639.17366
3.670271,5,4644.113664
3.692068,4,4644.11404
2.176456,1,4644.76235
1.6113429,3,4645.142726
3.1469805,2,4646.317931
3.4675438,3,4646.53716
2.8831236,3,4648.431401
2.3604517,2,4648.431771
3.8481853,6,4648.439214
3.9113245,7,4652.018535
-0.005,1,4652.018957
3.71715,14,4655.131563
3.2103302,2,4656.045337
2.1029587,1,4656.298218
3.9849162,4,4656.298556
3.8885293,6,4657.286688
1.6607558,2,4657.505959
3.3036587,8,4658.642194
2.4642086,1,4660.130335
1.8427035,5,4660.130693
3.4366946,2,4660.82071
1.1110587,2,4660.821093
-0.35524663,1,4662.613414
1.8580439,1,4662.919441
1.4257454,2,4664.02468
2.5800667,1,4664.450973
1.4841583,1,4664.723904
2.3609424,6,4664.724238
2.7417638,14,4666.078914
2.705939,1,4666.079402
3.6220996,13,4671.262384
3.685017,37,4675.623022
2.8944714,2,4678.782993
3.0111015,14,4678.783367
2.971576,4,4679.125807
3.2619288,3,4679.126158
2.743855,1,4679.126562
2.92997,58,4679.274171
3.8641899,5,4679.391925
4.2248187,2,4680.866442
3.8674533,3,4688.429709
2.1706386,3,4691.113225
3.5982697,15,4694.123352
3.4323657,5,4695.573071
4.014277,6,4698.178507
2.8628135,3,4698.913028
3.4537005,3,4700.007337
1.8573425,3,4700.780567
2.1014245,1,4700.780992
3.8591318,7,4700.781263
1.7303745,1,4701.862403
2.9417746,2,4702.158829
3.2906187,7,4702.159128
3.9222968,15,4704.903869
0.4124067,2,4706.007351
3.2987406,2,4708.140424
3.2926927,2,4708.144491
-0.005,1,4708.144663
3.1594982,4,4708.144831
3.4469628,11,4709.877459
3.6489353,4,4714.07348
3.5028706,9,4714.073775
3.2096596,3,4714.235317
3.4880557,2,4716.964449
3.8492975,33,4717.301607
4.222748,16,4717.952867
3.5236337,4,4721.00326
4.4519377,5,4724.041592
4.2198296,5,4724.041949
3.9729743,5,4728.275895
3.4051595,3,4730.196685
2.4113133,75,4732.230032
1.7742884,3,4732.907014
2.3895438,1,4734.230913
3.5494335,5,4734.23121
3.5633104,12,4735.714907
3.840157,6,4735.838506
2.6985407,1,4736.139118
3.0610285,1,4736.695477
3.6454713,4,4736.695905
3.234494,2,4737.225407
3.8585448,3,4737.469729
1.5024209,1,4737.470039
2.4374864,4,4737.470217
2.9867644,2,4743.027601
4.0073624,14,4744.752301
4.2947607,5,4744.933393
3.39684,41,4744.933657
3.5066037,16,4745.784852
3.5702906,6,4745.785147
4.11365,9,4745.785309
3.6159441,10,4746.910254
3.4418297,4,4749.260492
3.2019324,4,4749.260867
2.3731298,1,4749.52032
3.5028677,3,4752.519636
-0.015361378,1,4752.520079
2.3507738,3,4755.998319
3.0434694,3,4759.114842
1.8360971,3,4759.909324
3.4093833,5,4766.894928
3.4251423,5,4771.957862
3.48561,9,4772.288672
3.6489782,4,4772.612479
2.634808,1,4774.349935
3.10048,7,4774.382323
3.916473,48,4777.002607
2.9719055,10,4777.25199
3.0679872,4,4777.25231
4.4257417,11,4777.252509
2.459001,55,4778.310399
1.4355872,1,4779.548017
