#{"t_start": 1766937117.513359, "env_id": "None"}
r,l,t
3.4480033,6,5977.795065
4.1357694,7,5977.795319
2.9002795,1,5981.735268
4.0763764,5,5996.240303
4.351049,7,6012.60646
3.733632,21,6031.297767
3.3397465,27,6048.005633
4.12539,4,6048.005931
2.4813406,2,6050.497699
2.4360554,23,6050.497931
3.9169261,12,6050.498058
4.691854,4,6064.704972
4.3297462,6,6074.069265
3.3774097,4,6085.022739
3.5267017,2,6093.296331
4.4139605,8,6093.296594
4.070709,4,6109.682976
3.5725508,19,6120.933868
4.2288227,11,6152.355946
4.1111727,16,6156.966524
3.4840264,9,6191.989461
4.8380694,10,6191.989758
3.9867592,48,6219.754235
4.1633925,6,6236.490592
4.0177183,5,6259.232338
4.2355165,23,6268.981353
3.919097,24,6274.609024
2.8255877,46,6296.420775
3.775043,5,6296.421059
4.351742,4,6316.745801
3.9061987,5,6320.521441
4.568859,13,6329.924349
4.664837,11,6345.89341
3.6677155,8,6351.706971
3.4044428,27,6355.418921
3.6494372,22,6380.941136
4.0366945,17,6391.793855
3.8386817,15,6391.794159
3.6106272,8,6413.717222
1.8649585,1,6415.667823
4.308639,15,6419.881266
3.092898,9,6443.544564
3.6965215,33,6447.715607
3.3455868,6,6468.103393
4.0605917,18,6471.008489
2.831427,24,6532.43598
3.9792724,18,6538.433431
3.2769387,1,6543.155884
4.109485,52,6577.454344
2.6826324,3,6589.19832
4.1951604,32,6603.433363
3.7890368,5,6623.450169
3.925005,22,6628.33649
3.3594053,14,6690.530256
3.9497578,31,6726.950147
4.2865505,11,6736.74878
3.9643881,4,6736.749068
3.8777826,28,6745.106389
4.061726,8,6770.827564
3.2669885,59,6793.459556
4.0758557,17,6806.527922
3.724132,6,6830.534265
4.788315,7,6845.917457
3.526906,30,6856.894135
4.2322607,12,6901.544465
3.3511205,10,6901.544756
3.8558369,30,6913.387096
2.311521,2,6916.779816
3.1882715,8,6951.426401
3.9629493,13,6954.933079
3.198833,6,6967.560429
3.7716115,26,6985.925144
3.4253755,63,6997.057291
4.3169236,8,7030.689541
3.5141647,21,7069.991378
3.504769,30,7072.634157
4.170729,11,7072.63451
3.1451082,3,7077.817171
3.254447,3,7080.296423
3.3848257,4,7082.719393
3.4568758,11,7120.238838
4.017185,56,7148.672138
4.107186,37,7219.706491
4.0425386,26,7242.723143
3.8372946,51,7280.955646
4.4297166,43,7284.441721
4.0877976,17,7291.091913
4.239333,9,7324.612921
4.0297866,13,7348.061301
3.4841065,9,7359.391837
4.2735567,2,7368.513178
3.6278846,8,7389.977365
1.5711769,2,7404.017018
3.5365953,33,7426.205931
3.8678346,44,7431.176873
3.8348477,6,7431.177163
4.2100134,33,7469.525933
3.9865782,14,7480.278775
4.2064414,10,7510.643278
3.2482767,26,7532.303617
4.0326514,28,7534.385398
4.135251,8,7559.133248
3.9549158,1,7569.598966
4.411806,9,7574.667768
4.4464874,39,7634.424774
4.0981197,32,7634.425062
3.1415925,14,7673.763438
4.23806,36,7692.177652
4.0900636,37,7698.831897
3.6029122,25,7722.044323
4.313314,5,7722.044609
3.9801967,1,7734.655415
3.313817,20,7761.676226
4.1867676,4,7775.335812
3.8558738,20,7811.450859
4.041216,32,7827.237705
4.026002,14,7858.294645
1.7577821,1,7860.460863
4.250886,25,7866.549432
4.2912674,14,7871.525442
3.4795828,40,7871.85207
3.3980188,7,7881.050879
4.0748477,4,7898.584392
3.6569564,39,8020.794218
3.687031,14,8077.376471
3.7200913,57,8089.641627
3.4968858,63,8100.153876
3.3283668,58,8130.146162
4.442424,19,8180.669333
3.7165608,27,8200.729078
3.4515634,30,8200.729341
2.5651693,1,8203.015101
2.104562,1,8206.05802
4.0417542,7,8206.058257
4.0083694,5,8225.424588
1.2404909,1,8225.671461
4.0233984,24,8225.671685
3.966421,27,8300.347136
4.030579,4,8328.438893
3.766674,30,8357.45537
3.2879345,39,8373.249838
3.9601607,39,8398.07699
0.6629668,1,8399.254008
3.8615575,12,8409.61569
3.5605414,3,8421.484147
4.1698966,5,8421.484392
3.7751117,14,8424.653959
1.8229682,1,8425.53214
4.19065,32,8456.740595
4.113247,16,8485.583711
4.130279,25,8521.5168
2.6294115,52,8670.382534
3.2013211,51,8688.895203
3.6157117,46,8702.283139
3.7433739,6,8710.428267
2.9668741,71,8712.273736
3.9434428,13,8768.259715
4.605733,20,8782.595896
3.9197993,30,8819.98921
4.1346235,4,8838.435898
3.357836,24,8851.873912
2.0786655,2,8860.866154
4.275818,8,8860.866419
2.844804,52,8862.845412
3.923553,7,8885.541249
4.13207,31,8898.699287
3.9082875,2,8907.855984
3.789177,13,8909.704093
2.8106642,2,8915.633953
3.7046146,24,8946.961714
3.8566277,13,8954.09967
3.9843764,5,8967.358137
5.0757313,14,9020.494428
4.68924,11,9071.608184
3.5680196,27,9083.595635
2.8904057,2,9090.879597
4.9044943,7,9090.879886
2.7384062,1,9092.451713
4.073006,45,9099.626274
3.9954886,4,9106.221504
4.307424,18,9174.841456
3.6474695,9,9204.316949
2.6955338,87,9226.05593
3.9731631,37,9227.80118
3.9920933,5,9242.094555
3.7386663,2,9248.603911
3.9033024,11,9267.871387
3.6025057,50,9291.652449
3.8558254,14,9335.364412
3.8739715,27,9338.692855
3.6366363,44,9351.41636
4.372193,31,9366.23345
4.2544117,8,9381.768975
4.238185,29,9461.279562
3.747695,32,9478.228749
2.8956494,43,9597.684312
3.7204125,27,9605.033168
3.3505697,48,9607.837217
3.3742573,35,9644.305117
4.349873,19,9695.102291
3.7109132,13,9710.878928
3.7709563,28,9731.087679
4.340616,46,9805.203242
3.0147874,29,9825.310657
4.113603,16,9910.488368
4.220656,15,9982.155621
3.752035,37,9996.213206
3.7656467,17,10066.617695
3.7517505,31,10159.730319
2.7320547,92,10172.874957
1.9290332,93,10206.104584
4.216119,13,10279.934962
3.2673886,1,10285.989547
3.7258081,11,10335.552989
2.9158409,52,10353.191268
4.7219505,8,10379.463376
2.9968622,3,10390.138389
3.495789,3,10408.333407
4.3776994,7,10444.707526
4.1605,28,10458.674884
3.0794277,67,10489.372922
4.4706445,7,10493.826421
2.849601,68,10502.13813
3.560524,4,10516.926314
4.663213,17,10567.060918
1.4865754,1,10567.343186
3.9283257,20,10568.849178
3.8276126,24,10604.340763
3.8884718,3,10617.398543
4.1406755,9,10659.939743
3.1944523,54,10666.17609
3.5898485,33,10710.655782
4.001252,49,10784.743335
4.487306,27,10789.47775
4.030489,26,10819.58102
3.7842824,39,10967.378223
2.6830595,82,11048.935246
3.9318464,7,11089.854646
2.182454,64,11093.908904
3.2363107,56,11093.909309
4.332984,19,11191.47767
3.806179,22,11206.245302
4.0715404,4,11224.543514
2.5886757,61,11259.626077
3.0864475,3,11282.135327
3.0913887,40,11290.933468
2.8840795,1,11297.409338
4.487402,6,11327.776648
4.146483,10,11328.760492
3.7887275,28,11350.386152
3.4892488,38,11362.979688
3.8475447,23,11493.713643
3.4864786,33,11506.245299
3.3777132,3,11518.247811
3.15976,47,11556.426257
3.3867593,27,11598.273595
2.588562,65,11655.9467
3.742483,31,11705.449642
3.8294907,44,11707.131491
3.8739896,38,11780.283483
4.081851,27,11790.084765
3.767957,26,11813.84544
4.3353,32,11851.792773
3.026585,37,11984.433958
4.200558,11,12031.406135
3.1693022,56,12059.530445
3.7469635,49,12065.819907
4.3050976,3,12077.031628
4.163989,12,12113.37763
2.934633,68,12198.944725
3.6026227,36,12206.994883
4.2086368,16,12262.27987
3.5550501,39,12262.280184
3.0981798,11,12301.374828
3.6584089,21,12358.94131
4.080188,10,12411.956882
3.4330528,44,12411.957296
3.1911566,63,12413.433378
4.763883,10,12454.512955
2.554529,34,12479.468218
4.17451,15,12489.077605
4.276857,18,12497.71082
3.9853394,13,12552.146583
3.6079361,25,12588.609334
3.4874148,22,12588.886752
3.46953,38,12681.21046
4.2332277,6,12704.318269
3.8992164,29,12708.237346
1.7832855,3,12715.821128
3.62347,35,12751.188126
4.4320436,6,12751.188427
1.7578278,1,12752.674177
3.3073626,5,12778.44069
3.2172132,50,12784.642647
4.214513,18,12848.117742
4.3035345,18,12864.440626
3.4050682,38,12881.178153
4.0052776,12,12945.725289
2.8401144,45,12951.49857
3.205803,29,12989.99123
4.101533,35,13041.414909
4.181575,9,13046.686756
4.6254907,30,13094.84198
3.4481921,28,13094.842319
2.9851985,4,13104.780337
3.4253302,1,13108.067683
4.1935325,9,13147.451376
3.98023,17,13154.580761
3.3444955,5,13164.816891
3.8435764,31,13165.837645
3.6822798,4,13168.688419
4.711717,9,13203.573096
3.6876686,46,13226.939231
3.4571896,6,13251.613518
3.79392,29,13276.482292
4.3826575,18,13276.482565
2.8829074,2,13284.33472
1.0601591,1,13284.494414
3.846775,33,13288.616291
4.1981306,18,13309.231568
3.8581839,27,13369.680481
3.6136193,5,13383.541298
3.4935608,27,13383.541575
4.2344112,5,13396.511729
3.4217064,36,13403.523075
4.4785104,5,13424.798172
3.8670583,12,13482.117903
3.841123,20,13487.353253
3.9238424,52,13496.961455
4.381007,7,13508.085024
3.4037294,32,13508.085263
3.013477,4,13512.684228
4.023721,4,13527.954234
4.0386896,15,13554.58138
4.2539325,13,13597.407417
3.9819217,30,13606.981991
4.878505,7,13620.031182
4.1484466,31,13623.615309
4.0347724,8,13624.385567
-0.102371074,1,13625.422411
3.5476117,54,13643.625809
3.8623064,21,13691.183107
4.0879216,9,13726.659877
3.187655,32,13726.660161
3.9443462,5,13748.577486
4.204088,5,13748.577734
4.5168204,27,13751.573889
3.1320126,3,13763.956258
4.292445,14,13803.397551
3.8325162,53,13821.042002
4.1239963,24,13836.610054
3.8603406,4,13844.944627
4.070115,12,13865.027747
4.1475205,36,13891.929358
3.8790555,29,13896.062742
4.0266194,19,13916.388304
4.0726085,18,13922.358094
3.9397693,16,13940.575589
4.065583,25,14041.31503
3.4052625,33,14044.367654
4.411165,12,14091.013565
4.4984055,18,14192.647922
2.0223894,1,14197.263687
3.7028842,52,14208.056507
3.0793726,65,14221.172636
4.370858,8,14261.110054
3.5703278,4,14276.376362
4.074547,19,14286.870208
4.321652,33,14364.216628
2.8374176,69,14386.559338
3.3907187,30,14414.985117
3.8626928,15,14422.26596
3.2073221,35,14436.078365
4.3053274,18,14450.2444
3.7901301,12,14496.114629
4.548994,10,14501.116336
4.0831604,4,14511.300149
3.6325428,30,14534.060596
3.3331213,13,14538.753274
3.550969,33,14547.290025
3.4224746,11,14570.689038
3.1115892,32,14647.618864
3.7720494,23,14667.164573
3.4999828,4,14667.16496
3.0863476,2,14677.749016
2.771096,51,14693.669509
3.8078837,3,14708.037319
3.6904588,12,14709.497993
3.2033203,51,14737.780505
3.9129927,14,14788.940251
3.738794,34,14836.268576
3.7708747,45,14847.122645
4.020202,58,14950.98864
3.5260825,43,14990.535855
3.9924972,32,14999.210486
3.5716715,21,15075.061739
3.8993082,28,15112.623942
4.2102757,8,15147.558515
4.4739647,24,15177.904929
4.1198626,11,15232.926499
2.8237355,88,15236.944398
3.3388774,73,15274.326557
4.1464467,16,15304.158542
3.9786642,34,15304.158844
4.2393355,16,15391.235255
4.4238567,28,15400.89953
4.7188034,7,15424.188802
4.5812435,23,15424.189373
3.2175841,2,15429.285811
4.14762,5,15429.286153
2.7134933,3,15431.475489
1.6559691,1,15437.59502
3.2203176,47,15444.903343
3.6763735,6,15451.867823
4.0546026,10,15456.569669
1.0641402,2,15461.119666
4.1565895,13,15490.722986
3.793966,13,15494.896564
4.6837077,14,15561.607958
3.5264835,38,15575.613372
3.6487663,31,15605.078172
3.7578807,42,15696.038876
4.022549,31,15708.211841
4.208853,3,15719.832253
3.2310746,2,15723.997491
3.3249538,33,15723.997833
3.4476838,7,15753.03409
4.132311,40,15771.133976
3.6848414,16,15782.092925
4.0639396,26,15785.068606
4.0782285,10,15822.794311
0.5984891,1,15825.188669
4.2818356,21,15828.262279
4.188325,18,15834.300628
3.7806983,5,15840.723282
4.645648,18,15850.608068
4.6152177,15,15893.220716
3.1553755,22,15948.517694
3.5204592,37,15989.98259
4.018958,26,16042.15741
2.5139897,1,16044.05535
3.8272045,59,16051.292368
3.278536,45,16062.274694
4.474194,29,16104.786923
4.001518,15,16108.132212
4.107292,11,16117.016145
4.473681,16,16169.23415
3.118393,2,16175.796669
3.6233916,35,16196.502462
3.0018723,26,16206.638798
4.345615,6,16209.345294
4.37265,16,16238.095972
1.134157,1,16243.74027
3.954077,46,16279.924144
3.1482313,3,16292.084014
3.8573346,29,16328.278862
3.9544291,52,16448.342057
3.435792,30,16448.342429
3.5451818,61,16567.563356
4.4664674,5,16586.810852
2.7870238,96,16634.577945
3.4233391,38,16634.578236
4.2797656,4,16648.34645
3.4350832,15,16648.346827
3.3818407,66,16757.017405
3.2586122,60,16872.772159
3.6404147,60,16881.512707
4.0208054,3,16899.403601
3.6115918,8,16901.610219
4.051025,42,16910.893781
3.9989684,20,16975.422268
3.1758935,85,16987.533623
3.7180946,24,17011.654336
3.6073084,27,17012.030802
4.0447426,17,17059.756312
1.9919304,1,17061.154491
4.1748233,13,17067.155939
3.6147432,16,17071.960631
4.286995,28,17088.10499
4.417067,3,17107.513276
4.0575013,5,17127.724592
4.0248814,17,17145.456924
4.093424,25,17170.462012
4.0331388,29,17256.57347
3.9925482,33,17256.573765
2.5283046,54,17272.661954
4.230869,8,17307.650212
4.204483,17,17338.497858
3.997138,10,17382.354093
3.8428667,19,17408.790119
3.5308838,32,17408.790382
3.0079622,56,17413.998534
3.5698218,24,17483.197232
4.1035624,14,17543.250616
3.7995777,44,17603.286578
2.496884,1,17607.306641
4.1492186,15,17613.297891
3.1579237,4,17626.778286
4.4346704,12,17676.843267
3.8842618,19,17678.051933
3.5330431,2,17691.810257
3.1703424,70,17703.408755
3.9327745,16,17741.584473
2.1127248,91,17802.209927
3.9899485,14,17817.430031
3.2055728,31,17838.023751
3.8541985,18,17931.229842
4.355552,7,17964.21255
3.4722142,35,17990.720526
3.4936178,45,18023.78226
4.034323,8,18030.573799
4.5148125,6,18050.245445
3.0735636,77,18070.936248
4.5784073,19,18135.557949
3.6515772,69,18264.073784
3.9172223,62,18288.335748
3.3428514,10,18294.222992
2.9452546,58,18301.453271
2.3265336,2,18308.345148
3.8033218,25,18371.247177
4.088111,18,18372.75474
4.680947,23,18372.754994
2.6143863,66,18377.897102
4.0948224,3,18385.82458
4.2121325,14,18429.103931
4.4658074,12,18433.812273
4.4769936,20,18480.182115
3.8332462,36,18534.721533
3.7681937,11,18591.224858
