RouteID,VehicleID,StopOrder,LocationID,ETA,Arrival_Min,List_Order_IDs,Num_Orders,Latitude,Longitude,Allowed_Trucks,Wait_Min,Service_Start_Min,Service_Duration_Min,TimeWindow,Demand_KGM,Demand_CBM,Segment_Dist_KM,Segment_Cost,VehicleType,Route_Total_Cost,Load_On_Board
R_2023-01-20_1,1,3,70043420,10:03,603,"Row_4, Row_7, Row_12, Row_44",4,14.56539821,121.0276651,"{10w, 40ft, 4w, 6w, AUV}",0,603,60,08:00-17:00,147,0.001,0.49,6,AUV,742.47,586
R_2023-01-20_1,1,4,70373907,11:08,668,"Row_20, Row_28",2,14.57385178,121.0192672,"{10w, 40ft, 4w, 6w, AUV}",0,668,60,08:00-17:00,183,0.001,2.62,28,AUV,742.47,439
R_2023-01-20_1,1,5,70490240,12:11,731,"Row_26, Row_33",2,14.56703057,121.011453,"{10w, 40ft, 4w, 6w, AUV}",0,731,60,08:00-17:00,92,0.001,1.47,16,AUV,742.47,256
R_2023-01-20_1,1,6,70464520,13:13,793,"Row_21, Row_34",2,14.56309,121.01478,"{10w, 40ft, 4w, 6w, AUV}",0,793,60,08:00-17:00,50,0.0,0.95,11,AUV,742.47,164
R_2023-01-20_1,1,7,70152945,14:16,856,"Row_6, Row_35",2,14.55228764,121.0138355,"{10w, 40ft, 4w, 6w, AUV}",0,856,60,08:00-17:00,21,0.0,1.53,17,AUV,742.47,114
R_2023-01-20_1,1,8,70351598,15:19,919,"Row_19, Row_27",2,14.5452904,121.0162849,"{10w, 40ft, 4w, 6w, AUV}",0,919,60,08:00-17:00,93,0.001,1.26,14,AUV,742.47,93
R_2023-01-20_1,1,9,Depot_End,17:22,1042,END,0,14.30953239,121.0973984,{All},0,1042,0,Full Day,0,0.0,31.54,0,AUV,742.47,0
R_2023-01-20_50,50,0,Depot_Start,07:05,425,START,0,14.30953239,121.0973984,{All},0,425,0,N/A,0,0.0,0.0,0,6w,1031.458,3158
R_2023-01-20_50,50,1,70081032,08:00,480,Row_29,1,14.50834342,121.0507623,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,780,0.002,27.59,390,6w,1031.458,3158
R_2023-01-20_50,50,2,70428043,09:02,542,Row_30,1,14.51345276,121.0476718,"{10w, 40ft, 4w, 6w, AUV}",0,542,60,08:00-17:00,451,0.002,1.03,19,6w,1031.458,2378
R_2023-01-20_50,50,3,70019392,10:13,613,"Row_10, Row_41",2,14.54642851,121.0537137,"{10w, 40ft, 4w, 6w, AUV}",0,613,60,08:00-17:00,221,0.001,5.52,83,6w,1031.458,1927
R_2023-01-20_50,50,4,70400253,11:15,675,"Row_9, Row_43",2,14.55267566,121.0520374,"{10w, 40ft, 4w, 6w, AUV}",0,675,60,08:00-17:00,185,0.001,1.11,20,6w,1031.458,1706
R_2023-01-20_50,50,5,70083842,12:22,742,"Row_17, Row_23",2,14.549463,121.0272289,"{10w, 40ft, 4w, 6w, AUV}",0,742,60,08:00-17:00,962,0.007,3.64,56,6w,1031.458,1521
R_2023-01-20_50,50,6,70435202,13:22,802,"Row_18, Row_24, Row_25, Row_31",4,14.54964538,121.0267766,"{10w, 40ft, 4w, 6w, AUV}",0,802,60,08:00-17:00,503,0.004,0.14,6,6w,1031.458,559
R_2023-01-20_50,50,7,70423734,14:26,866,"Row_8, Row_53",2,14.53985438,121.0120751,"{10w, 40ft, 4w, 6w, AUV}",0,866,60,08:00-17:00,56,0.0,2.12,34,6w,1031.458,56
R_2023-01-20_50,50,8,Depot_End,16:28,988,END,0,14.30953239,121.0973984,{All},0,988,0,Full Day,0,0.0,31.09,0,6w,1031.458,0
R_2023-01-20_53,53,0,Depot_Start,06:51,411,START,0,14.30953239,121.0973984,{All},0,411,0,N/A,0,0.0,0.0,0,6w,1328.076,3246
R_2023-01-20_53,53,1,70019315,08:00,480,"Row_47, Row_49",2,14.56515049,121.0459705,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,182,0.001,34.26,485,6w,1328.076,3246
R_2023-01-20_53,53,2,70130675,09:03,543,Row_16,1,14.5738302,121.0487805,"{10w, 40ft, 4w, 6w, AUV}",0,543,60,08:00-17:00,424,0.001,1.72,29,6w,1328.076,3064
R_2023-01-20_53,53,3,70494786,10:16,616,Row_3,1,14.58607145,121.0882271,"{10w, 40ft, 4w, 6w, AUV}",0,616,60,08:00-17:00,624,0.002,6.35,94,6w,1328.076,2640
R_2023-01-20_53,53,4,70224398,11:20,680,Row_13,1,14.58849938,121.1050771,"{10w, 40ft, 4w, 6w, AUV}",0,680,60,08:00-17:00,200,0.001,2.18,35,6w,1328.076,2016
R_2023-01-20_53,53,5,70224396,12:21,741,Row_14,1,14.58809569,121.1055055,"{10w, 40ft, 4w, 6w, AUV}",0,741,60,08:00-17:00,400,0.001,0.26,8,6w,1328.076,1816
R_2023-01-20_53,53,6,70019549,13:29,809,Row_39,1,14.61130728,121.0916411,"{10w, 40ft, 4w, 6w, AUV}",0,809,60,08:00-17:00,136,0.001,4.25,65,6w,1328.076,1416
R_2023-01-20_53,53,7,70494785,14:29,869,Row_2,1,14.61011767,121.0921029,"{10w, 40ft, 4w, 6w, AUV}",0,869,60,08:00-17:00,112,0.0,0.13,6,6w,1328.076,1280
R_2023-01-20_53,53,8,70398392,15:39,939,"Row_15, Row_32",2,14.58458957,121.0759822,"{10w, 40ft, 4w, 6w, AUV}",0,939,60,08:00-17:00,116,0.0,4.99,75,6w,1328.076,1168
R_2023-01-20_53,53,9,70132480,16:42,1002,"Row_36, Row_37, Row_38, Row_52",4,14.58251015,121.0723445,"{10w, 40ft, 4w, 6w, AUV}",0,1002,60,08:00-17:00,1052,0.006,1.66,28,6w,1328.076,1052
R_2023-01-20_53,53,10,Depot_End,18:57,1137,END,0,14.30953239,121.0973984,{All},0,1137,0,Full Day,0,0.0,37.64,0,6w,1328.076,0
