RouteID,VehicleID,StopOrder,LocationID,ETA,Arrival_Min,List_Order_IDs,Num_Orders,Latitude,Longitude,Allowed_Trucks,Wait_Min,Service_Start_Min,Service_Duration_Min,TimeWindow,Demand_KGM,Demand_CBM,Segment_Dist_KM,Segment_Cost,VehicleType,Route_Total_Cost,Load_On_Board
R_2023-03-27_0,0,0,Depot_Start,06:29,389,START,0,14.30953239,121.0973984,{All},0,389,0,N/A,0,0.0,0.0,0,AUV,1333.4900000000002,324
R_2023-03-27_0,0,1,70030492,08:00,480,Row_5,1,14.57633674,121.1773259,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,50,0.0,45.45,457,AUV,1333.4900000000002,324
R_2023-03-27_0,0,2,70494788,09:29,569,Row_4,1,14.63880958,121.1311837,"{4w, 6w, AUV, MC}",0,569,60,08:00-17:00,50,0.0,14.25,145,AUV,1333.4900000000002,274
R_2023-03-27_0,0,3,70132663,10:45,645,Row_2,1,14.68016142,121.1139175,"{4w, 6w, AUV, MC}",0,645,60,08:00-17:00,62,0.0,7.8,80,AUV,1333.4900000000002,224
R_2023-03-27_0,0,4,70084418,12:16,736,Row_1,1,14.57964031,121.1380988,"{10w, 40ft, 4w, 6w, AUV}",0,736,60,08:00-17:00,62,0.0,15.47,157,AUV,1333.4900000000002,162
R_2023-03-27_0,0,5,70019475,13:21,801,Row_0,1,14.56518703,121.1398343,"{4w, 6w, AUV, MC}",0,801,60,08:00-17:00,50,0.0,2.62,28,AUV,1333.4900000000002,100
R_2023-03-27_0,0,6,70084983,14:30,870,Row_3,1,14.53067757,121.154252,"{10w, 40ft, 4w, 6w, AUV}",0,870,60,08:00-17:00,50,0.0,4.61,48,AUV,1333.4900000000002,50
R_2023-03-27_0,0,7,Depot_End,16:54,1014,END,0,14.30953239,121.0973984,{All},0,1014,0,Full Day,0,0.0,42.15,0,AUV,1333.4900000000002,0
