RouteID,VehicleID,StopOrder,LocationID,ETA,Arrival_Min,List_Order_IDs,Num_Orders,Latitude,Longitude,Allowed_Trucks,Wait_Min,Service_Start_Min,Service_Duration_Min,TimeWindow,Demand_KGM,Demand_CBM,Segment_Dist_KM,Segment_Cost,VehicleType,Route_Total_Cost,Load_On_Board
R_2023-01-16_40,40,1,70042197,08:00,480,"Row_47, Row_54",2,14.58394216,121.123774,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,272,0.002,42.42,600,6w,1520.3939999999998,4223
R_2023-01-16_40,40,2,70347238,09:00,540,"Row_33, Row_35, Row_57",3,14.58424845,121.123968,"{10w, 40ft, 4w, 6w, AUV}",0,540,60,08:00-17:00,556,0.001,0.04,5,6w,1520.3939999999998,3951
R_2023-01-16_40,40,3,70138438,10:08,608,"Row_34, Row_48, Row_55",3,14.60442645,121.1060491,"{10w, 40ft, 4w, 6w, AUV}",0,608,60,08:00-17:00,774,0.003,3.79,58,6w,1520.3939999999998,3395
R_2023-01-16_40,40,4,70337217,11:19,679,Row_45,1,14.62500319,121.133485,"{10w, 40ft, 4w, 6w, AUV}",0,679,60,08:00-17:00,408,0.001,5.63,84,6w,1520.3939999999998,2621
R_2023-01-16_40,40,5,70019554,12:23,743,"Row_20, Row_39",2,14.63024693,121.1201218,"{10w, 40ft, 4w, 6w, AUV}",0,743,60,08:00-17:00,513,0.001,1.81,30,6w,1520.3939999999998,2213
R_2023-01-16_40,40,6,70019476,13:29,809,"Row_19, Row_29",2,14.63174178,121.0961807,"{10w, 40ft, 4w, 6w, AUV}",0,809,60,08:00-17:00,36,0.0,3.09,48,6w,1520.3939999999998,1700
R_2023-01-16_40,40,7,70130674,14:36,876,"Row_38, Row_50, Row_52",3,14.62594348,121.0844611,"{10w, 40ft, 4w, 6w, AUV}",0,876,60,08:00-17:00,628,0.003,3.55,55,6w,1520.3939999999998,1664
R_2023-01-16_40,40,8,70017539,15:50,950,"Row_4, Row_10, Row_11",3,14.59052169,121.0690191,"{10w, 40ft, 4w, 6w, AUV}",0,950,60,08:00-16:00,1036,0.007,7.03,104,6w,1520.3939999999998,1036
R_2023-01-16_40,40,9,Depot_End,18:10,1090,END,0,14.30953239,121.0973984,{All},0,1090,0,Full Day,0,0.0,39.81,0,6w,1520.3939999999998,0
R_2023-01-16_42,42,0,Depot_Start,06:28,388,START,0,14.30953239,121.0973984,{All},0,388,0,N/A,0,0.0,0.0,0,6w,1727.678,2635
R_2023-01-16_42,42,1,70019375,08:00,480,Row_21,1,14.63224007,121.0938497,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,12,0.0,46.09,652,6w,1727.678,2635
R_2023-01-16_42,42,2,70019410,09:00,540,Row_22,1,14.63290444,121.0951864,"{10w, 40ft, 4w, 6w, AUV}",0,540,60,08:00-17:00,98,0.001,0.19,7,6w,1727.678,2623
R_2023-01-16_42,42,3,70019322,10:00,600,"Row_26, Row_28, Row_31",3,14.6325787,121.096125,"{10w, 40ft, 4w, 6w, AUV}",0,600,60,08:00-17:00,631,0.001,0.15,7,6w,1727.678,2525
R_2023-01-16_42,42,4,70374983,11:04,664,Row_24,1,14.6486277,121.0924717,"{10w, 40ft, 4w, 6w, AUV}",0,664,60,08:00-17:00,204,0.0,2.15,35,6w,1727.678,1894
R_2023-01-16_42,42,5,70484079,12:08,728,"Row_6, Row_23",2,14.6516115,121.101893,"{10w, 40ft, 4w, 6w, AUV}",0,728,60,08:00-17:00,128,0.001,1.84,31,6w,1727.678,1690
R_2023-01-16_42,42,6,70521396,13:20,800,"Row_14, Row_16",2,14.69709232,121.1221925,"{10w, 40ft, 4w, 6w, AUV}",0,800,60,08:00-17:00,49,0.0,5.96,89,6w,1727.678,1562
R_2023-01-16_42,42,7,70450886,14:30,870,Row_56,1,14.73188646,121.1441889,"{10w, 40ft, 4w, 6w, AUV}",0,870,60,08:00-17:00,787,0.002,4.97,75,6w,1727.678,1513
R_2023-01-16_42,42,8,70030499,15:32,932,Row_49,1,14.72984441,121.1378533,"{10w, 40ft, 4w, 6w, AUV}",0,932,60,08:00-17:00,684,0.001,1.25,22,6w,1727.678,726
R_2023-01-16_42,42,9,70396492,16:56,1016,"Row_5, Row_18",2,14.64534642,121.0963252,"{10w, 40ft, 4w, 6w, AUV}",0,1016,60,08:00-17:00,42,0.0,11.99,174,6w,1727.678,42
R_2023-01-16_42,42,10,Depot_End,19:31,1171,END,0,14.30953239,121.0973984,{All},0,1171,0,Full Day,0,0.0,47.37,0,6w,1727.678,0
