RouteID,VehicleID,StopOrder,LocationID,ETA,Arrival_Min,List_Order_IDs,Num_Orders,Latitude,Longitude,Allowed_Trucks,Wait_Min,Service_Start_Min,Service_Duration_Min,TimeWindow,Demand_KGM,Demand_CBM,Segment_Dist_KM,Segment_Cost,VehicleType,Route_Total_Cost,Load_On_Board
R_2023-01-13_43,43,1,70351598,08:00,480,Row_14,1,14.5452904,121.0162849,"{10w, 40ft, 4w, 6w, AUV}",0,480,60,08:00-17:00,661,0.001,31.46,445,6w,999.51,3877
R_2023-01-13_43,43,2,70019395,09:01,541,Row_16,1,14.5510814,121.0133733,"{10w, 40ft, 4w, 6w, AUV}",0,541,60,08:00-17:00,11,0.0,0.72,15,6w,999.51,3216
R_2023-01-13_43,43,3,70017505,10:02,602,Row_5,1,14.55467704,121.0145315,"{10w, 40ft, 4w, 6w, AUV}",0,602,60,08:00-17:00,10,0.0,0.54,12,6w,999.51,3205
R_2023-01-13_43,43,4,70017459,11:02,662,Row_39,1,14.55488473,121.0133299,"{10w, 40ft, 4w, 6w, AUV}",0,662,60,08:00-16:00,384,0.004,0.19,7,6w,999.51,3195
R_2023-01-13_43,43,5,70152945,12:03,723,"Row_1, Row_17",2,14.55228764,121.0138355,"{10w, 40ft, 4w, 6w, AUV}",0,723,60,08:00-17:00,116,0.001,0.39,10,6w,999.51,2811
R_2023-01-13_43,43,6,70083842,13:07,787,"Row_7, Row_10, Row_44",3,14.549463,121.0272289,"{10w, 40ft, 4w, 6w, AUV}",0,787,60,08:00-17:00,538,0.002,1.84,31,6w,999.51,2695
R_2023-01-13_43,43,7,70435202,14:07,847,"Row_8, Row_15",2,14.54964538,121.0267766,"{10w, 40ft, 4w, 6w, AUV}",0,847,60,08:00-17:00,311,0.001,0.14,6,6w,999.51,2157
R_2023-01-13_43,43,8,70082414,15:17,917,"Row_29, Row_32, Row_33, Row_34, Row_38",5,14.51661422,121.019613,"{10w, 40ft, 4w, 6w, AUV}",0,917,20,08:00-17:00,612,0.004,4.78,72,6w,999.51,1846
R_2023-01-13_43,43,9,70155196,15:49,949,"Row_2, Row_6, Row_42, Row_48",4,14.48644031,121.0436435,"{10w, 40ft, 4w, 6w, AUV}",0,949,60,08:00-17:00,1234,0.006,6.02,86,6w,999.51,1234
R_2023-01-13_43,43,10,Depot_End,17:37,1057,END,0,14.30953239,121.0973984,{All},0,1057,0,Full Day,0,0.0,23.89,0,6w,999.51,0
