RouteID,VehicleID,VehicleType,Departure_From_Depot,Arrival_Back_Depot,Num_Stops,Total_Distance_KM,Total_Duration_Min,Total_Load_KGM,Capacity_KGM,Util_KGM_%,Total_Trip_Cost
R_1-20-2023_0,4w_0,4w,06:58,17:34,8,77.79,635.6,1906.767,2000.0,96.8,1001.0
R_1-20-2023_1,AUV_1,AUV,06:51,15:32,6,80.67,521.3,979.2750000000001,1000.0,97.9,848.0
R_1-20-2023_2,4w_2,4w,07:04,19:06,9,91.07,722.1,1992.2060000000001,2000.0,99.6,1165.0
R_1-20-2023_3,6w_3,6w,06:56,18:49,9,86.5,713.0,3233.616,7000.0,83.6,1325.0
