RouteID,VehicleID,VehicleType,StopOrder,LocationID,ETA,ETD,TimeWindow,Demand_KGM,Segment_Dist_KM,Wait_Min,Load_On_Board_KG
R_3-16-2023_1,4w_1,4w,14,70019414,16:35,17:35,08:00-17:00,401.0,2.71,0.0,401.0
R_3-16-2023_2,6w_2,6w,1,70019519,08:00,08:21,08:00-15:00,735.0,41.14,0.0,5761.0
R_3-16-2023_2,6w_2,6w,2,70019525,08:26,08:47,07:00-12:00,312.0,2.9,0.0,5026.0
R_3-16-2023_2,6w_2,6w,3,70337656,08:54,09:21,09:00-14:00,260.0,3.59,5.0,4714.0
R_3-16-2023_2,6w_2,6w,4,70286191,09:31,09:52,09:00-16:00,427.0,5.06,0.0,4454.0
R_3-16-2023_2,6w_2,6w,5,70398393,10:01,10:22,09:00-16:00,50.0,4.68,0.0,4027.0
R_3-16-2023_2,6w_2,6w,6,70343299,10:31,10:52,09:00-11:00,200.0,4.48,0.0,3977.0
R_3-16-2023_2,6w_2,6w,7,70396487,10:54,11:21,11:00-14:00,472.0,1.2,5.2,3777.0
R_3-16-2023_2,6w_2,6w,8,70019313,11:22,11:43,10:00-12:00,345.0,0.8,0.0,3305.0
R_3-16-2023_2,6w_2,6w,9,70019576,11:44,12:05,10:00-12:00,81.0,0.44,0.0,2960.0
R_3-16-2023_2,6w_2,6w,10,70019495,12:25,12:46,09:00-15:00,450.0,10.04,0.0,2879.0
R_3-16-2023_2,6w_2,6w,11,70155782,13:16,14:16,08:00-17:00,457.0,14.79,0.0,2429.0
R_3-16-2023_2,6w_2,6w,12,70433907,14:16,15:16,08:00-17:00,544.0,0.12,0.0,1972.0
R_3-16-2023_2,6w_2,6w,13,70535012,15:27,16:27,08:00-17:00,848.0,5.79,0.0,1428.0
R_3-16-2023_2,6w_2,6w,14,70238808,16:51,17:51,08:00-17:00,580.0,11.93,0.0,580.0
R_3-16-2023_3,4w_3,4w,1,70019407,08:00,09:00,08:00-17:00,660.0,17.87,0.0,1408.0
R_3-16-2023_3,4w_3,4w,2,70390789,09:04,10:04,08:00-17:00,50.0,2.21,0.0,748.0
R_3-16-2023_3,4w_3,4w,3,70343297,10:21,11:21,08:00-17:00,62.0,8.77,0.0,698.0
R_3-16-2023_3,4w_3,4w,4,70034005,11:30,12:30,08:00-17:00,112.0,4.04,0.0,636.0
R_3-16-2023_3,4w_3,4w,5,70019302,12:39,13:39,08:00-17:00,62.0,4.56,0.0,524.0
R_3-16-2023_3,4w_3,4w,6,70490239,13:48,14:48,08:00-17:00,150.0,4.9,0.0,462.0
R_3-16-2023_3,4w_3,4w,7,70419671,15:13,16:13,08:00-17:00,262.0,12.35,0.0,312.0
R_3-16-2023_3,4w_3,4w,8,70391025,16:13,17:13,08:00-17:00,50.0,0.01,0.0,50.0
R_3-16-2023_4,4w_4,4w,1,70043035,08:00,09:00,08:00-17:00,81.0,16.34,0.0,1528.0
R_3-16-2023_4,4w_4,4w,2,70405785,09:27,10:27,08:00-17:00,27.0,13.74,0.0,1447.0
R_3-16-2023_4,4w_4,4w,3,70083097,10:38,11:38,08:00-17:00,312.0,5.58,0.0,1420.0
R_3-16-2023_4,4w_4,4w,4,70248511,11:59,12:59,08:00-17:00,112.0,10.38,0.0,1108.0
R_3-16-2023_4,4w_4,4w,5,70019306,13:16,14:16,08:00-17:00,884.0,8.67,0.0,996.0
R_3-16-2023_4,4w_4,4w,6,70033204,14:17,15:17,08:00-17:00,50.0,0.15,0.0,112.0
R_3-16-2023_4,4w_4,4w,7,70019399,15:39,16:39,08:00-17:00,62.0,11.14,0.0,62.0
R_3-16-2023_5,AUV_5,AUV,1,70155195,08:00,09:00,08:00-17:00,62.0,16.21,0.0,936.0
R_3-16-2023_5,AUV_5,AUV,2,70430246,09:30,10:30,08:00-17:00,112.0,15.06,0.0,874.0
R_3-16-2023_5,AUV_5,AUV,3,70019470,11:00,11:21,09:00-15:00,50.0,15.15,0.0,762.0
R_3-16-2023_5,AUV_5,AUV,4,70157031,11:30,11:51,09:00-15:00,50.0,4.72,0.0,712.0
R_3-16-2023_5,AUV_5,AUV,5,70351585,11:55,12:16,10:00-15:00,50.0,1.99,0.0,662.0
R_3-16-2023_5,AUV_5,AUV,6,70133556,12:18,12:39,10:00-15:00,200.0,0.7,0.0,612.0
R_3-16-2023_5,AUV_5,AUV,7,70391033,12:54,13:15,09:00-15:00,362.0,7.8,0.0,412.0
R_3-16-2023_5,AUV_5,AUV,8,70029798,14:27,15:27,08:00-17:00,50.0,36.0,0.0,50.0
