RouteID,VehicleID,VehicleType,StopOrder,LocationID,ETA,ETD,TimeWindow,Demand_KGM,Segment_Dist_KM,Wait_Min,Load_On_Board_KG
R_1-6-2023_0,AUV_0,AUV,1,70584255,08:00,09:00,08:00-17:00,270.0,32.46,0,286.0
R_1-6-2023_0,AUV_0,AUV,2,70408280,09:02,10:02,08:00-17:00,16.0,1.46,0,16.0
