RouteID,VehicleID,VehicleType,Departure_From_Depot,Arrival_Back_Depot,Num_Stops,Total_Distance_KM,Total_Duration_Min,Total_Load_KGM,Capacity_KGM,Util_KGM_%,Total_Trip_Cost
R_3-17-2023_0,4w_0,4w,07:12,15:37,6,72.43,504.9,1037.0,2000.0,54.1,931.0
